id,count,value
180562885329138_1589222454463167,7627,pastor e preso suspeito dar r  para menina de  anos em troca de sexo diz pm pm flagrou suspeito deixando crianca e adolescente em matagal em cuiaba adolescente de  anos disse que tambem teve relacoes com o pastor
180562885329138_1589598641092215,6194,matador da baixada sera julgado pela a vez na tercafeira veja depoimento sailson jose das gracas que disse ter assassinado  pessoas responde a  homicidios e  tentativas delegado e psiquiatras rejeitam rotulo de serial killer e ele diz que se sair da cadeia matara mais
180562885329138_1585882231463856,174,relator amplia acesso a regra de transicao da reforma da previdencia e reduz pedagio deputado arthur maia se reuniu com temer no planalto pela nova proposta qualquer trabalhador podera optar por entrar na regra de transicao  caso se aposente mais cedo recebe menos
180562885329138_1583967668321979,213,ministro da saude fala ao fantastico apos polemica com remedio chines fantastico mostrou em reportagens passadas que o brasil esta comprando um medicamento chines contra leucemia infantil sem ter conhecimento da
180562885329138_1582074085178004,947,policia do df prende em hotel homem condenado pelo estupro de enteados veterinario e professor o criminoso foi surpreendido quando daria uma palestra no local ele havia tingido o cabelo e deixado a barba crescer para nao ser reconhecido
180562885329138_1581842551867824,2437,exames com resultado normal sao desperdicio para o sus diz ministro da saude nos eua ricardo barros critica medicos que transferem responsabilidade em diagnosticos e diz que sistema de saude nao pode ser tudo para todos
180562885329138_1581822255203187,1773,ministra do stj autoriza reajuste da tarifa do bilhete integracao em sao paulo ministro humberto martins tambem do stj havia mantido decisao do tribunal de justica de sao paulo vetando o reajuste mas nesta sexta  ministra laurita vaz reverteu decisao
180562885329138_1580494782002601,8294,pastor e preso suspeito de estuprar menina de  anos para cometer o crime ele convenceu garota de que estava enfeiticada e para quebrar o feitico deveria ter relacoes sexuais com um homem de deus
180562885329138_1577026209016125,863,brasileiro e suspeito de estuprar estudante em nova orleans caso ocorreu apos palestra proferida pelo suspeito na universidade tulane
180562885329138_1575717499146996,4357,suspeito de estuprar mulher e preso em sao roque com manual para cometer abusos vigilante de  anos carregava folha de caderno onde relacionava itens para serem usados durante a pratica sexual como espermicida e lubrificante
180562885329138_1576121582439921,4636,veja o que pode mudar com emenda do projeto de lei que diz que servicos como uber nao sao privados entenda ponto a ponto projeto que vai ao senado apos passar na camara tem emenda que indica que servicos sao publicos eles ficam inviaveis sem regulacao municipal
180562885329138_1569794956405917,3375,governo autoriza reajuste de ate  no preco dos remedios os indices do reajuste anual de precos de medicamentos para  variam de  a
180562885329138_1569757649742981,1543,pms suspeitos de executar homens no rio sao presos eles foram presos em flagrante durante a madrugada desta sextafeira  enquanto prestavam depoimento na divisao de homicidios da capital
180562885329138_1568020863249993,1480,adriana ancelmo e levada para cumprir prisao domiciliar no leblon rio exprimeiradama do rj foi beneficiada por liminar concedida pelo superior tribunal de justica apartamento dela nao pode ter linhas telefonicas nem acesso a internet
180562885329138_1567982163253863,541,governo corta r  bi em gastos e eleva imposto sobre folha de pagamento de empresas objetivo da equipe economica e tentar fechar buraco de r  bilhoes no orcamento para atingir meta fiscal de deficit primario de r  bilhoes fixada para
180562885329138_1567679533284126,22754,camera de seguranca flagra tentativa de estupro a luz do dia em votorantim garota voltava da escola quando foi abordada por um homem no jardim karolyne e arrastada para um terreno baldio mas ela conseguiu se soltar e fugiu policia procura suspeito
180562885329138_1566426240076122,4597,avioes da gol terao mais assentos e menos espaco entre passageiros companhia vai aumentar numero de poltronas em  ate julho de  passando de  para  em  companhia aumentou espaco entre as poltronas em  das aeronaves
180562885329138_1562569770461769,489,video tire suas duvidas sobre  terceirizacao se a lei for sancionada pelo presidente michel temer havera permissao para terceirizacao de qualquer atividade
180562885329138_1561912587194154,478,filho de cabral visitou o pai fora de dias e horarios permitidos diz relatorio obtido pela globonews deputado federal marco antonio cabral esteve mais de  vezes com o pai apos prisao outros politicos tambem estiveram em bangu
180562885329138_1561760043876075,407,professor de ro e preso por fazer videos de sexo com adolescente segundo policia no celular do suspeito foram achados varios videos homem mantinha relacionamento amoroso com adolescente diz delegado
180562885329138_1560085280710218,2411,entenda o projeto de lei da terceirizacao para todas as atividades texto foi aprovado pela camara dos deputados nesta quartafeira  e vai para a sancao do presidente michel temer
180562885329138_1559221710796575,8431,governo diz que faltam r  bilhoes para fechar orcamento e deve elevar tributos anuncio foi feito apos governo reduzir de  para  a previsao de crescimento do produto interno bruto  em  o que implica arrecadacao menor
180562885329138_1558860754166004,4661,alemao que mora no aeroporto de cumbica em sp agride mulheres veja video pf informou que homem ja foi notificado a deixar o pais e sera deportado caso nao faca isso aeroporto informou nao ter poder para prender o homem
180562885329138_1556444334407646,2839,rodrigo maia diz que camara deve aprovar terceirizacao ate quartafeira projeto que regulamenta a terceirizacao foi aprovado em  no senado e desde entao aguarda votacao na camara maia se disse confiante na aprovacao de reformas na casa
180562885329138_1554876581231088,112,em tempo de racionamento no df predios publicos aumentam consumo de agua sedes do ministerio do meio ambiente e do stf estao na lista de nao poupadores burocracia e empecilho a economia diz professor da unb
180562885329138_1552877121431034,4858,parte da propina era revertida para pp e pmdb diz pf sobre fraude em carne operacao carne fraca foi deflagrada pela pf na manha desta sexta  ha  mandados judiciais para serem cumpridos em sete estados
180562885329138_1552939874758092,2775,adriana ancelmo mulher de sergio cabral vai para prisao domiciliar juiz tomou decisao para garantir direito de filhos ela esta presa desde dezembro suspeita de fazer parte do sistema de corrupcao revelado na operacao calicute
180562885329138_1550403971678349,6409,pai que estuprou filhas por  anos e engravidou uma delas e condenado tjro condenou agricultor a  anos de prisao por crimes em theobroma reu pagou para o filho registrar crianca no nome dele para ocultar o crime
180562885329138_1548723125179767,158,agu recorre de decisao que suspendeu cobranca extra por despacho de bagagem resolucao da anac que permitia esse tipo de cobranca passaria a valer nesta terca
180562885329138_1547310521987694,198,a cobranca por despacho de bagagem em aviao e legal  pontos polemicos da medida nova resolucao da anac entra em vigor nesta tercafeira saiba o que muda e o que esta sendo questionado na justica
180562885329138_1543568592361887,1559,para gilmar mendes doar pelo caixa  e opcao das empresas em entrevista a bbc brasil presidente do tse disse que caixa  tem que ser desmistificado e que companhias optaram por doar fora da contabilidade oficial para evitar achaques
180562885329138_1543704722348274,7663,aneel admite que consumidores pagaram r  bi a mais nas contas de luz em agencia informou nesta sexta  que encargos operacionais de angra  foram incluidos indevidamente no calculo das contas de luz aneel diz que valores cobrados a mais serao devolvidos
180562885329138_1542345635817516,731,australiano que se passava por justin bieber e acusado de pedofilia gordon douglas chalmers de  anos foi detido em novembro suspeito de ter cometido crimes de pedofilia
180562885329138_1541790229206390,79,prefeitura de sp apresenta proposta para restringir acesso de pedestres ao minhocao segundo promotor cesar martins regras apresentadas pela regional da se foram aceitas nao ha cronograma para inicio da mudanca
180562885329138_1541491885902891,1795,mae diz que filha foi sequestrada e estuprada por ciumes destruida criminoso foi preso em flagrante apos agredir garota durante quatro horas mae diz que a filha foi atacada de forma premeditada pelo agressor
180562885329138_1539881189397294,16,veja  itens para nao esquecer de declarar no imposto de renda esquecimentos sao comuns e podem levar contribuinte a malha fina vendas de imoveis e fontes alternativas de renda estao na lista
180562885329138_1537757606276319,6846,decidida a segmentar servico latam cobrara por lanche e assento marcado empresa ja tomou decisao e vai implementar mudancas ao longo de  presidente da empresa diz que segmentacao viabilizara corte de  no preco de passagens promocionais
180562885329138_1537216016330478,7282,grupo faz abaixoassinado contra possibilidade do exgoleiro bruno jogar no bangu outros grupos se mobilizam nas redes sociais contra a volta dele ao futebol condenado por mandar matar e ocultar corpo de amante com quem teve filho bruno quer retomar carreira nos gramados
180562885329138_1534096569975756,2347,homem e preso por compartilhar video de estupro coletivo diz policia homem de  anos mantinha as midias no celular que foi apreendido ele aparece nas imagens com outros dois menores vitima tem  anos
180562885329138_1533731013345645,3348,goleiro bruno esta no rio com a mulher e vai pedir dna de bruninho diz defesa segundo advogado endereco do goleiro pode mudar caso ele assine contrato com algum dos nove clubes que lhe fizeram proposta
180562885329138_1533168410068572,20511,mulher tem que ganhar menos porque e menos inteligente diz deputado polones no parlamento europeu presidente da casa abriu investigacao que pode resultar em punicao para ultraconservador espanhola retrucou comentario machista veja video
180562885329138_1532925976759482,1360,em liberdade goleiro bruno se apresenta a justica em santa luzia apresentacao foi determinada pelo stf na decisao sobre a soltura bruno informou endereco em belo horizonte mas advogado disse que pode mudar por causa de nove propostas de trabalho em quatro estados brasileiros
180562885329138_1527115020673911,6164,folioes invadem e depredam onibus parado no meio de bloco em sp pelo menos uma janela do veiculo foi quebrada mesmo com pedidos da organizacao do agrada gregos para que folioes nao entrassem
180562885329138_1526798697372210,17302,prisao perpetua nao traria vitima de volta diz goleiro bruno apos deixar a prisao condenado a  anos pela morte de eliza samudio exjogador vai aguardar julgamento de recursos em liberdade soltura foi determinada pelo stf
180562885329138_1525989744119772,4480,marco tera bandeira amarela e cobranca extra na conta de luz informa aneel bandeira amarela foi necessaria segundo a agencia porque previsao de chuvas para o periodo esta abaixo do esperado anteriormente cobranca sera de r  a cada  kwh consumidos
180562885329138_1525951600790253,4868,goleiro bruno fernandes e solto apos seis anos e meio na prisao condenado em  a  anos e  meses de prisao pelo assassinato de eliza samudio e pelo sequestro do filho bruninho ele foi libertado por decisao de ministro do stf ele aguarda julgamento de recursos apos condenacao
180562885329138_1525750137477066,5693,procuradora sugere que embriaguez foi uma das causas de mortes na kiss advogado critica alegacao em contestacao a pedido de indenizacao pgm de santa maria diz que nao cabe voltar a opcoes tecnicas da epoca
180562885329138_1525540797498000,5290,goleiro bruno nao esperava a soltura diz advogado condenado a  anos pela morte de eliza samudio ele podera aguardar analise de recurso em liberdade
180562885329138_1524256384293108,33,receita libera programa do imposto de renda entrega da declaracao porem comeca somente a partir de  de marco
180562885329138_1523659584352788,11953,whatsapp status com imagens que somem em  horas chega ao brasil atualizacao estava disponivel para aparelhos android e ios recurso foi anunciado pelo facebook na segundafeira  e imita funcoes do snapchat
180562885329138_1523052767746803,48,receita libera programa do ir nesta quinta entrega comeca em  de marco prazo para envio da declaracao do imposto de renda de  relativo ao anobase  vai ate  de abril multa minima por atraso e de r
180562885329138_1518887074830039,1561,motorista que venceu acao trabalhista contra uber vai recorrer da decisao rodrigo leonardo ferreira tambem quer indenizacao por danos morais a justica em minas reconheceu o vinculo empregaticia entre o motorista e a uber
180562885329138_1517770708275009,7229,gol e primeira empresa aerea a anunciar cobranca por mala despachada nova regra da anac permite que empresas aereas cobrem por despacho de bagagem a partir de  de marco hoje todos passageiros podem despachar mala sem custo adicional
180562885329138_1517410741644339,2032,governo envia ao congresso texto para reduzir multa adicional em  demissoes medida faz parte de pacote para estimular a economia atualmente empregador paga ao governo  de multa adicional quando demite sem justa causa
180562885329138_1515435928508487,209,limite para financiar imovel com fgts passara a r  milhao diz meirelles ministro da fazenda disse que a reforma da previdencia e uma necessidade porque as pessoas estao vivendo mais tempo aposentadas e alguem tem que pagar por isso
180562885329138_1512288062156607,13413,foto de dupla pisando em boi durante cavalgada causa polemica na web homem e garoto posaram em pe sobre a barriga do animal em itaucu policia apura crime de abuso e maustratos pena e de ate  anos de prisao
180562885329138_1510278179024262,2863,justica de sp absolve estudante de medicina da usp acusado de estupro expolicial militar estudante de medicina ja foi processado por homicidio
180562885329138_1509473662438047,3131,stj decide que servicos de streaming como spotify e apple music devem pagar direitos autorais ao ecad tribunal entendeu que mesmo tocando no fone de uma unica pessoa cancoes via streaming sao executadas publicamente
180562885329138_1503160449736035,1069,dos aposentados nos ultimos  anos contribuiram mais de  anos para o inss reforma da previdencia proposta pelo governo fixa idade minima em  anos e exige  de contribuicao para beneficio integral texto precisa de aval do congresso
180562885329138_1502956296423117,2394,suspeito de praticar estupros em serie e preso apos  ataques em  meses crimes aconteceram no interior de sp e vitimas reconheceram tatuagens menina de  anos e uma mulher de  estao entre as vitimas do maniaco
180562885329138_1488537334531680,8182,exprefeito acusado de pedofilia no am tem pena de  anos extinta adail cumpria pena por exploracao de sexual de criancas e adolescentes juiz luis carlos valois diz que cumpre decreto presidencial
180562885329138_1487393574646056,6259,professor que estava preso toma posse como vereador e gera polemica ele responde por troca de imagens pornograficas em mococa sp a cidade ja esta sem prefeito e agora mais essa diz morador
180562885329138_1479320612120019,293,anac reajusta tarifas de embarque de voos domesticos e internacionais tarifa maxima de embarque domestico passara de r  para r  para voos internacionais valor subira de r  para r
180562885329138_1478296628889084,575,lider do mtst guilherme boulos e liberado de delegacia apos ser detido ele foi levado a uma delegacia com outro integrante do movimento apos reintegracao de posse na zona leste de sao paulo nesta terca ele ficou  horas detido
180562885329138_1476737395711674,2316,homem e preso pela a vez por atuar como falso veterinario no rs conforme a policia suspeito aplicava vacina de bovinos em cachorros homem foi detido em flagrante no sabado e policia pediu prisao preventiva
180562885329138_1472224476162966,15879,pastora que quebrou imagem de santa pede desculpa pelo video nao pensei em ofender o brasil afirmou mulher de botucatu  fieis registraram em video cerimonia em que imagens sao quebradas
180562885329138_1469161909802556,958,vale bhp e samarco pedem a prorrogacao de prazo para pagar multa de r  bilhao justica mineira condenou empresas a pagar multa para compensar danos ambientais provocados em mariana prazo inicial para deposito era  de dezembro
180562885329138_1466464353405645,1125,gasolina sobe em  estados e atinge maior valor em  ano no pais diz anp preco medio da gasolina alcancou r  o litro na semana encerrada no dia  alta do combustivel em  semanas soma  em  preco subiu
180562885329138_1464357510282996,216,seis capitais sobem tarifas de transporte publico na virada do ano reajustes em passagens comuns chegam a  empresas e prefeituras alegam que os custos subiram
180562885329138_1460675607317853,4706,preso por espancar ambulante ate a morte em sp fala ao fantastico alipio rogerio dos santos afirmou que tomou uma garrafada da vitima e reagiu policia diz que a versao do acusado e mentira
180562885329138_1458315547553859,2181,temer sanciona lei que autoriza cobranca de iss de servicos como netflix e spotify municipios e distrito federal poderao cobrar  de imposto desses servicos daqui a  dias legislacao tambem da aval para cobranca do iss em servicos de vigilancia guincho e aplicacao de tatuagem
180562885329138_1458187614233319,455,comando vai avaliar minha atitude diz pm sobre ameaca a vizinho video mostra ameaca de morte feita pelo policial em bauru  sargento diz que briga foi por causa de lixo e nao por carrinho de mercado
180562885329138_1457827740935973,3791,contas de telefone fixo e pospago vao ficar mais caras a partir de janeiro processo entre a operadora oi e o governo do rs chegou ao stf que decidiu que o icms tambem vale para valores de assinaturas de telefone decisao nao vale para prepagos
180562885329138_1456997467685667,504,balsas usadas na queima de fogos do reveillon passam por vistoria em copacabana serao  embarcacoes com  mil bombas para espetaculo de  minutos para secretario dificuldade de patrocinio nao tira brilho da festa
180562885329138_1457034444348636,1049,justica concede liberdade a prefeito eleito de osasco rogerio lins decisao se estende para outros  vereadores presos na mesma operacao soltura se dara apos fianca de r  mil para cada um e entrega de passaportes
180562885329138_1456823744369706,2855,delegado nao ve morte de ambulante no metro como crime de intolerancia luiz carlos ruas foi espancado apos tentar defender travesti e homossexual de agressores dupla foi presa e pode pegar ate  anos de prisao
180562885329138_1455850724467008,7725,testemunhas reconhecem detido como autor de espancamento de ambulante todas as pessoas chamadas pela policia confirmaram que ricardo nascimento martins e o autor do crime
180562885329138_1455589151159832,21607,arrependido diz suspeito de matar ambulante no metro de sp apos prisao ricardo nascimento martins foi preso na regiao de campinas no interior do estado ele estava escondido na casa de um amigo e foi trazido para dhpp
180562885329138_1454889837896430,1580,suspeito de agredir e matar ambulante no metro ameacou vizinha antes do crime justica pediu prisao temporaria dos dois suspeitos por  dias eles continuavam foragidos no inicio da tarde desta tercafeira
180562885329138_1452791008106313,3221,deputado apresenta projeto que torna vaquejada patrimonio cultural do ce pratica da vaquejada foi considerada inconstitucional pelo supremo governo federal tambem declarou vaquejada e rodeio patrimonio cultural
180562885329138_1450771244974956,1231,preco da gasolina sobe pela a semana e renova maior valor no ano diz anp media do preco da gasolina na bomba subiu para r  por litro apos ter avancado  na semana anterior
180562885329138_1450408381677909,3783,suspeito que tentou beijar crianca em praia de sp e indiciado por sequestro evandro santana permanece preso apos arrastar crianca para o mar crime ocorreu na ultima tercafeira  e suspeito chegou a ser agredido
180562885329138_1447694745282606,9755,camara de sp aprova aumento de mais de  de salario de vereadores salario ira subir de cerca de r  mil para r  trinta vereadores votaram a favor do aumento e onze votaram contra
180562885329138_1447591135292967,230,temer diz que valeu a pena instituir reforma no ensino medio por mp presidente deu declaracao em evento para liberar recursos para educacao para pgr medida e inconstitucional pois reforma nao pode ser feita de forma abrupta
180562885329138_1445440035508077,19784,ele nao merece perdao diz mulher agredida por marido de delegada vitima trabalhava como seguranca em clube de tres coracoes mg comerciante foi levado para presidio da cidade acusado de lesao corporal
180562885329138_1445217305530350,15390,marido de delegada agride mulher com socos e pontapes em mg vitima trabalhava como seguranca particular de um clube da cidade agressao aconteceu neste sabado  em tres coracoes
180562885329138_1443973498988064,1353,proposta que permite cobrar preco diferente no cartao opoe varejo e procon medida esta no pacote de estimulo a economia anunciado pelo governo mas ainda nao foi aprovada pratica ja ocorre no varejo mas e proibida
180562885329138_1443300405722040,3168,preco da gasolina sobe pela a semana seguida para maior valor no ano o preco medio do litro da gasolina ficou em r  cerca de  centavos mais caro que na semana anterior segundo levantamento da anp
180562885329138_1441008492617898,4358,autoridades alemas identificam homem que chutou mulher em escada de metro segundo informacoes da imprensa local suspeito seria da bulgaria
180562885329138_1440774882641259,22629,senado aprova projeto que cobra iss de servicos como netflix e spotify pela proposta servicos que disponibilizam conteudos de audio video imagem e texto por meio da internet serao tributados com aliquota de
180562885329138_1440273089358105,6966,video mostra chocante momento em que mulher e agredida pelas costas e cai de escada em berlim vitima de  anos teve um dos bracos quebrados policia deteve um suspeito de relacao com o caso
180562885329138_1439352829450131,1702,stj manda soltar prefeita de ribeirao preto presa por suspeita de corrupcao acusada por desvio de r  milhoes darcy vera  foi presa no dia  solta chefe do executivo nao podera deixar ribeirao nem ir a prefeitura
180562885329138_1438246226227458,7643,policia identifica homem que jogou cachorro por cima de portao de ong segundo delegado suspeito ia prestar depoimento nesta segundafeira  animal foi jogado na frente da ong que cuida de animais em itapetininga
180562885329138_1436469449738469,263,com reforma brasileiro vai se aposentar mais tarde e receber menos entenda g fez simulacoes criou uma calculadora e consultou especialistas para entender como a proposta enviada ao congresso pode afetar a vida do brasileiro se aprovada
180562885329138_1434081036643977,11655,camera flagra homem jogando cachorro por cima de portao animal foi jogado na frente da ong que cuida de animais em itapetininga homem fugiu enquanto funcionarios da ong ligavam para a policia
180562885329138_1434347466617334,4177,ministro do stf manda soltar acusado de matar a filha em sp ricardo najjar foi preso ha mais de um ano suspeito de ter matado a filha de  anos asfixiada marco aurelio entendeu que prisao temporaria excedeu prazo e antecipa condenacao
180562885329138_1432762433442504,96, cobertura completa das ultimas noticias de economia mercado bolsa e dolar
180562885329138_1432492083469539,550,qual o efeito da decisao do stf o artigo  da constituicao nao deixa muita d
180562885329138_1431921263526621,3020,governo retifica pec e retira pms e bombeiros de reforma da previdencia nova versao da proposta enviada nesta quarta ao congresso preve ainda que militares possam acumular aposentadorias e pensoes texto e diferente do divulgado a imprensa
180562885329138_1431386593580088,41,gabarito da segunda aplicacao do  enem  e divulgado uma questao e anulada enem de dezembro ocorreu devido as ocupacoes de locais de prova por movimentos estudantis inep divulgou respostas oficiais nesta quarta  nota final sai em janeiro
180562885329138_1431096856942395,911,mulher de cabral recebia ate r  mil de propina em escritorio segundo mpf investigadores relatam em denuncia que a advogada adriana ancelmo recebeu emissario  vezes entre  e  pagamentos eram levados em uma mochila para escritorio de advocacia no rio
180562885329138_1430489673669780,2764,justica manda prender vereador de cuiaba suspeito de estuprar enteada chico  foi denunciado a policia pela enteada de  anos de idade policia nao localizou o parlamentar em sua casa e na camara de cuiaba
180562885329138_1430483077003773,10571,reforma da previdencia exige  anos de contribuicao para aposentadoria integral proposta de mudanca nas regras previdenciarias enviada nesta segunda  ao congresso foi detalhada em entrevista coletiva pelo secretario da previdencia social marcelo caetano
