id,count,value
180562885329138_1574035632648516,1654,avo da bronca em neto que gastou r  com taxi do mato grosso do sul ao parana avo de estudante disse em uma rede social que neto precisa de uns puxoes de orelha dos pais jovem publicou que estava bebado e gastou r  com viagem
180562885329138_1573210982730981,1027,mc livinho nao comparece a show em mt e fas se revoltam veja video fas jogaram cadeiras e outros objetos no palco apos cancelamento eles aguardavam a apresentacao do cantor havia mais de  horas
180562885329138_1572077542844325,37, ultimas noticias de economia politica carros emprego educacao ciencia saude cultura do brasil e do mundo videos dos telejornais da tv globo e da globonews
180562885329138_1569143423137737,2096,bieber mandou mudar a fila de lugar e os fas acampados se deram mal nao e verdade texto que circula nas redes afirma que pessoas que ficaram seis meses no aguardo perderam lugar fas que acamparam no entanto conseguiram ficar na grade perto do astro pop
180562885329138_1568542743197805,8289,busto de cristiano ronaldo em aeroporto portugues vira piada na internet homenageado pelo governo local craque portugues da seu nome ao aeroporto da ilha da madeira na cerimonia e revelada uma estatua com tracos peculiares e levemente distorcidos as redes sociais nao perdoaram
180562885329138_1567872039931542,5467,amante sai escoltado de casa de mulher apos flagrante do marido dela ele ficou no banheiro da casa em sorriso  ate a chegada dos policiais suposto amante se escondeu em banheiro de casa com medo de agressoes
180562885329138_1566175526767860,619,ideia de raca e uma mentira americana branca que se passou por negra se diz transracial exativista por direitos dos negros nos eua rachel dolezal que dizia ser afroamericana ate seus pais revelarem origem caucasiana defende direito de optar por raca a que se sente pertencer
180562885329138_1565638093488270,2153,homem pula cerca de colegio e fica preso de cabeca para baixo nos eua queda puxou suas calcas e deixou cueca a mostra serralheiro que trabalhava no local disse que homem tentou fugir quando percebeu que foi visto
180562885329138_1565503073501772,444,nao e verdade noticia diz que pf faz operacao em cervejarias na bahia texto falso diz que testes de laboratorio detectaram urina de cavalo e suco de milho em amostras ambev e brasil kirin lamentam caso criminoso de criacao e compartilhamento de informacoes mentirosas
180562885329138_1565053286880084,1538,lava jato inspira motel no df designer ja planejou mais de  suites curiosas cristina bertozzi estudou fetiches brasileiros para criacoes que incluem quartos cinquenta tons e cabine de aviao cela da lava jato e novidade e custa ate r  por duas horas veja fotos
180562885329138_1564375960281150,151,em video doria diz que lapa fica na zona norte de sp quem nao erra prefeito publicou video anunciando presenca em mutirao no bairro que fica na verdade na zona oeste da cidade
180562885329138_1564315973620482,1126,ladroes roubam kombi mas depois a abandonam nao souberam dirigir dona encontrou veiculo perto do bairro onde mora todo batido diz caso foi na manha deste domingo  em boa vista policia vai apurar
180562885329138_1559151717470241,20398,nao estou com medo sou do rio diz a cnn brasileiro testemunha de ataque em londres ele relatou a rede norteamericana ter ouvido tres tiros e ter visto um corpo no chao
180562885329138_1558562070862539,3835,imagem de raiox de cao que engoliu peca de jogo em forma de cao viraliza foto gerou polemica e piadas entre internautas
180562885329138_1555930964458983,299,detetive virtual desvenda misterioso video do fantasma do iml de cuiaba sera mesmo que um fantasma revoltado estava assombrando o local  e tocando esse terror investigacao comeca na capital do mato grosso
180562885329138_1555539097831503,347,advogados de marcelo odebrecht desistem de depoimento de dilma expresidente seria ouvida na condicao de testemunha de defesa processo diz respeito a a fase da operacao lava jato
180562885329138_1555113984540681,1376,dono da telexfree chama investidores de povo burro em conversa mpf apresentou conversas a justica federal do espirito santo provas foram retiradas do sigilo pelo trf da a regiao
180562885329138_1550124455039634,628,trump ataca snoop dogg por video em que o rapper atira nele voces podem imaginar qual seria o clamor se snoop dogg com sua carreira fracassada e tudo tivesse apontado e atirado contra o presidente obama prisao
180562885329138_1548395348545878,1024,gato invade video durante entrevista ao vivo de tv francesa apesar do incidente inesperado jornalista jasper mortimer manteve a calma retirou o felino e continuou falando normalmente
180562885329138_1547729061945840,216,assessora admite que trump nao tem provas das escutas telefonicas de obama kellyanne conway disse que justamente por nao haver provas que existe uma investigacao no congresso
180562885329138_1543598849025528,1215,barbeiro do df faz sucesso na web com pegadinha para atrair cliente curioso faixa no meio da rua orienta a nao olhar para o lado quem desrespeita recebe convite para cortar cabelo ideia aumentou movimento em  diz empresario
180562885329138_1543481899037223,17641,filhos fofos interrompem entrevista ao vivo de professor no reino unido primeiro surgiu a filha de robert kelly que entrou dancando no escritorio do pai ele ainda tentou afastar a menina mas em seguida surgiu um bebe em um andador
180562885329138_1541438079241605,1422,menino invade telejornal ao vivo e preve arrotos e peidos nos eua houston estava no estudio acompanhando o pai que era convidado de outro programa garoto ainda soltou gases na cara do meteorologista patrick ellis
180562885329138_1538564239528989,1823,atores de how to get away with murder sao impedidos de embarcar para o brasil por falta de visto matt mcgorry contou no instagram que queria passar o carnaval no brasil com o colega jack falahee em relato bemhumorado e autoironico ele diz que eles decidiram entao viajar para a costa rica
180562885329138_1538886622830084,7617,chanceler venezuelana diz que brasil e vergonha mundial delcy rodriguez afirmou que golpe contra dilma trouxe retrocesso economico para os brasileiros novo ministro brasileiro de relacoes exteriores aloysio nunes respondeu que ela nao tem muita importancia
180562885329138_1537919049593508,2500,presos furam parede de cela em ro para jogar agua em vereador preso caso ocorreu dentro da casa de detencao de vilhena nesta segunda  detentos usaram garrafas pet para molhar vereador e exvereadores
180562885329138_1537016439683769,3557,brasileira presa nas filipinas por trafico diz nao vou ficar aqui  anos yasmin fernandes  foi detida em  de outubro do ano passado ao chegar ao aeroporto em manila foram encontrados  kg de cocaina em sua mala
180562885329138_1536457363073010,949,idoso de  anos e parado apos ser flagrado em cadeira motorizada em autoestrada na escocia homem se deslocou por varios quilometros em rodovia no sul da escocia
180562885329138_1536281756423904,325,suspeitos de trafico alunos vao parar na delegacia com papelotes de farinha funcionarios chamaram a pm apos verem jovens com substancia suspeita teste deu negativo para cocaina policia cre em brincadeira de mau gosto
180562885329138_1535395306512549,794,suspeita de trafico e presa com espada durante operacao da policia mulher se autodenominava templaria do trafico diz policia prisao foi feita pela policia civil na quadra  norte em palmas
180562885329138_1533811203337626,8588,bombeiros resgatam o mesmo cachorro duas vezes de telhado em uma hora incidente ocorreu no estado americano da pensilvania
180562885329138_1533703533348393,7415,cachorra flagrada com sorriso de dentadura vira meme na internet cadelinha de monte aprazivel  faz sucesso nos grupos de whatsapp animal foi fotografada com dentadura que encontrou ficou sorriso perfeito
180562885329138_1533496720035741,443,evo morales sofre de infeccao viral e sera tratado em cuba presidente foi a havana depois de passar por cinco medicos bolivianos que nao conseguiram curalo
180562885329138_1533185926733487,6060,passageiro arma rede e deita dentro de onibus em manaus veja video sinetram confirmou que imagem foi gravada em coletivo da linha  homem deixou onibus apos intervencao do motorista
180562885329138_1532224183496328,12682,mexicano que fez campanha para trump e preso e pode ser deportado dos eua autoridades e moradores de west frankfort  sairam em defesa de juan carlos hernandez pacheco
180562885329138_1530768480308565,91,carnaval de sp memes nota  apuracao gera piadas e comentarios nas redes sociais nas redes sociais a internet comentou do seu jeito a apuracao das escolas de samba do grupo especial de sp
180562885329138_1529431613775585,723,oscar  registra pior audiencia dos ultimos  anos alem da baixa audiencia a premiacao de  ficara marcado pelo erro historico na hora do anuncio do vencedor da categoria de melhor filme
180562885329138_1529759487076131,290,responsavel por envelope trocado no oscar postou foto no twitter logo antes de erro funcionario que deu envelope trocado estava postando fotos na rede social durante cerimonia diz wall street journal empresa divulgou novo pedido de desculpas citando erro de brian cullinan e demora para corrigir
180562885329138_1529664120419001,2542,trump culpa erro no oscar por obsessao de hollywood por politica estavam tao focados na politica que nao conseguiram colocar a cerimonia em ordem no final diz trump em entrevista
180562885329138_1529132670472146,3784,policia holandesa prende idosa de  anos para atender seu desejo perto de completar  anos annie havia colocado em sua lista de desejos ser presa e conhecer o interior de uma cela
180562885329138_1528820533836693,1539,oscar veja as piadas sobre confusao no anuncio do vencedor de melhor filme la la land foi declarado ganhador da estatueta principal da noite mas o premiado era moonlight
180562885329138_1527428877309192,1372, cobertura ao vivo dos blocos de carnaval desfiles das escolas de samba em sao paulo  e apuracao dos votos do carnaval
180562885329138_1527398773978869,6934,foliao que se vestiu de estudante atrasado do enem diz que fantasia foi furtada em olinda de acordo com o professor de educacao fisica recifense italo sena de  anos a vestimenta foi levada quando ele foi ao banheiro durante a festa no sabado
180562885329138_1526997717352308,1564,fantasias em olinda vao de beyonce gravida a atrasado do enem criatividade reina no sabado de ze pereira  nas ladeiras da cidade alta turistas e pernambucanos se misturam na brincadeira
180562885329138_1526846440700769,6506,doria e hostilizado em bloco e ironiza viva o lula viva o pt prefeito ouviu gritos de fora doria no bloco pasmadinho em pinheiros mas tambem recebeu cumprimentos de parte dos presentes
180562885329138_1524342734284473,8898,usuarios criticam whatsapp por imagens que somem igual minha vida so piora nova funcao do app de batepapo similar a do snapchat gerou criticas reclamacoes memes e saudosismo devolve o msn e leva o whatsapp
180562885329138_1522364684482278,2519,suzane perde prazo do fies para cursar faculdade em taubate sp ela nao concluiu matricula dentro do prazo e vaga foi para lista de espera detenta queria cursar administracao em universidade catolica na cidade
180562885329138_1522202777831802,2720,estudante corrige carta de despedida da ex como se fosse redacao e da nota d negativa postagem se tornou popular no twitter universitario avaliou introducao repetitiva falta de base em argumentacao e apontou erro na grafia de palavras
180562885329138_1520243214694425,1928,suecos ridicularizam donald trump por insinuacoes sobre suposto atentado terrorista em comicio na florida presidente dos eua afirma que suecia foi alvo de ataque na noite anterior o que ele fumou pergunta exprimeiroministro sueco
180562885329138_1520125638039516,489,japoneses criam desenhos indecifraveis para explicar normas a turistas tente desvendalos cidade de morioka lancou uma serie de imagens divertidas  mas as vezes incompreensiveis  para facilitar comunicacao com estrangeiros para sorte dos visitantes ha legendas em ingles
180562885329138_1518674138184666,1793,pochetes conquistam publico de blocos do carnaval do rio precos chegam a r para folia de blocos acessorio e o melhor de todos pochete e meu novo amor marca carioca investiu na venda de pochetes para o carnaval e encomendas dispararam
180562885329138_1517969124921834,2325,maconha com recado eu te amo e jogada no presidio do roger na pb maconha foi arremessada sobre muro de presidio direcao investiga recado mensagem e formada por quatro pacotes da droga recolhidos nesta sexta
180562885329138_1517442431641170,3280,piloto de helicoptero militar perdido pousa em estrada para pedir ajuda cena inusitada ocorreu no cazaquistao segundo governo piloto de aeronave fazia treinamento de orientacao apenas com base em referencias visuais
180562885329138_1517330794985667,8349,advogado compra vaca e porco para facilitar partilha em divorcio de cliente animais eram os ultimos bens a serem negociados pelo excasal em goias defensor pagou r  pelos bichos e resolveu impasse de quase  anos
180562885329138_1517085571676856,1402,trump reclama de tom de odio da imprensa americana em entrevista coletiva presidente americano diz que midia e desonesta e esta fora de controle eu nao sou uma pessoa ruim afirmou
180562885329138_1516029805115766,1598,exdiretor da petrobras diz nao ter dinheiro para ir a audiencia no parana paulo roberto costa deve depor como testemunha de acusacao na lava jato  defesa pediu para que a audiencia seja feita no rj por videoconferencia
180562885329138_1514632505255496,60755,lanterninha de cinema acha pepino apos sessao de  tons na australia foto do vegetal encontrado em sydney apos exibicao de  tons mais escuros viralizou
180562885329138_1514418951943518,3694,monge e preso ao ser flagrado comemorando dia dos namorados em motel na tailandia monge e mulher foram descobertos por policiais que encontraram tunica budista no interior de um carro estacionado na entrada de um dos quartos do motel
180562885329138_1513226702062743,147,conan exiles game que permite mudar tamanho do penis do personagem vende  mil unidades em  semana jogo de sobrevivencia viralizou entre outros motivos gracas a extenso modo de personalizacao versao em desenvolvimento foi lancada para pcs
180562885329138_1510758635642883,1903,brasil entra na brincadeira de america first apos discurso de trump depois de presidente dizer que eua estarao sempre em primeiro lugar varios paises se candidataram ao segundo posto ta no ar lanca versao
180562885329138_1510711122314301,157,jornal se desculpa apos usar foto de alec baldwin em materia sobre trump presidente ja criticou mais de uma vez satira feita pelo ator no humoristico saturday night live jornal usou imagem em materia sobre relacao dos eua com israel
180562885329138_1509154345803312,428,felipe dylon tira musica do ar apos ser acusado de plagiar twenty one pilots musico que foi sucesso nos anos  lancou para tudo na quarta  cancao foi comparada nas redes sociais a ride do duo americano
180562885329138_1508842052501208,124,policia manda cartoes de dia dos namorados para ladroes na inglaterra objetivo e alertar para que eles nao cometam furtos passe o dia dos namorados com seu amado nao com a gente diz o texto
180562885329138_1507665945952152,1671,salgadinho parecido com gorila e leiloado por quase us  mil cheeto apresenta semelhancas com o gorila harambe que foi morto no ano passado apos atacar uma crianca no zoologico de cincinnati nos eua
180562885329138_1507847439267336,3072,cinquenta tons mais escuros e novelao com mais sexo mas sem enredo g ja viu filme tenta agradar quem quer ver pegacao mas tem sequencias insossas e sexo de calca jeans suspense prometido no trailer nao se cumpre na historia
180562885329138_1506015806117166,5592,cunha le carta a moro em audiencia e diz ter aneurisma cerebral video eduardo cunha foi interrogado em curitiba na tarde desta terca feira  expresidente da camara e reu na lava jato e esta preso desde outubro
180562885329138_1505424776176269,1292,servidores em sp proibem mortes durante feriados e fins de semana aviso em cemiterio pede que moradores morram de segunda a sexta feira prefeitura afirma que esta colocando a cidade em ordem e que fara escalas
180562885329138_1504320329620047,18654,clientes de bar usam caminhoes para driblar proibicao de mesas na calcada iniciativa partiu dos clientes do restaurante zanuzi na ultima sexta feira  proprietario entrou com solicitacao de licenca para poder usar a
180562885329138_1502900966428650,1185,assaltante trapalhao fica preso em janela ao tentar invadir casa na inglaterra bombeiros levaram  minutos para tiralo da situacao constrangedora
180562885329138_1502415726477174,2295,motorista alcoolizado sobe em arvore para fugir de prisao no df veja video homem foi parado por policiais em posto de fiscalizacao proximo a planaltina segundo a pm teste do bafometro confirmou embriaguez carro tambem estava sem licenciamento
180562885329138_1501928789859201,827,fregues paga bebidas com nota falsa de  euros em pub de dublin barman nao percebeu que recebeu nota que nao existe
180562885329138_1501858186532928,7830,hum noiva reage a voto de divisao de bens e convidados caem no riso ela nao entendeu pergunta e pediu para pastor repetir veja o video  cerimonia foi realizada em araguaina no norte do tocantins
180562885329138_1500015143383899,26246,internauta e multado por comparar candidato a prefeito a dino em mg valores sao de r  mil por indenizacao e r  mil de multa diaria autonomo diz que nao quis ofender politico alega prejuizos a imagem
180562885329138_1496865103698903,9273,exprefeito de pien se esconde em forro de casa para fugir da policia veja gilberto dranka foi preso na manha desta terca feira  no parana ele e suspeito de envolvimento na morte do prefeito eleito loir dreveck
180562885329138_1494280987290648,6267,funcionarios de empresa de gas dancam funk e video viraliza na web gravacao feita em sorocaba alcancou mais de  milhao de visualizacoes expediente comecou mais cedo para a gravacao com direito a mascote
180562885329138_1494092990642781,1374,bandido derruba porta de loja com carro e atropela comparsa assista na fuga rapaz que foi atropelado pega o carro e deixa o colega para tras acao atrapalhada aconteceu em cascavel no oeste do parana
180562885329138_1492190420833038,3498,video flagra macaco furtando algodaodoce em parque de goiania animal desce grade cruza calcada pega doce e volta para casa assista bichos sao comumente vistos no local em  menina foi mordida na perna
180562885329138_1491578180894262,5639,paranaense anuncia aliancas na web e viraliza terminou comigo antes compre se tiver certeza que elaele vai dizer sim alertou ele no anuncio  em poucos minutos samuel vendeu aneis e recebeu mensagens de apoio
180562885329138_1491462500905830,847,eike perdeu empresas x e tenta retomar negocios com marca de pasta de dente veja o que sobrou do imperio de eike e negocios que seguem ativos empresario passou de homem mais rico do pais a procurado pela justica
180562885329138_1490188527699894,794,cerebro masculino fica sobrecarregado em teste de multitarefas mulheres jovens se sairam melhor do que homens em atividade que uniu caminhada a tarefa verbal
180562885329138_1488910104494403,2944,ladrao fica entalado ao tentar entrar em casa pela chamine em sao sepe vizinhos chamaram a policia ao ouvirem o pedido de socorro do suspeito o corpo de bombeiros teve que se acionado para resgatar o bandido
180562885329138_1485345138184233,1606,agentes apreendem maconha disfarcada como melancias nos eua marijuana embalada em material verde estava no meio de melancias de verdade em caminhao
180562885329138_1484949301557150,1661,veja as fotos que fizeram donald trump acusar a imprensa de ser desonesta o presidente dos estados unidos e seu secretario de imprensa acusaram os meios de comunicacao de mentir sobre o numero de pessoas que foram a posse na sexta feira
180562885329138_1483527665032647,351,show com claudia leitte e convidados em bh e interditado por falta de alvara do corpo de bombeiros evento foi transferido para o dia  de fevereiro no mesmo local em belo horizonte
180562885329138_1479105352141545,7661,ai misericordia diz menina ao ficar pendurada na parede em brincadeira com prima yasmin de  anos e ketilly de  gravaram travessura e familia colocou video que viralizou nas redes sociais elas moram na zona sul do recife
180562885329138_1478895868829160,162,candidatos brincam com divulgacao da nota do enem  nas redes sociais mec vai antecipar as notas para esta quarta feira  com enem alunos podem disputar vagas na rede publica de ensino superior
180562885329138_1477815098937237,172,trump confunde filha com xara no twitter e usuaria responde com conselho presidente eleito dos eua direcionou mensagem a britanica que apoiou hillary
