id,count,value
180562885329138_1634799929905419,2898,apos ter pregao interrompido bovespa retoma atividade e opera em forte queda ibovespa chegou a cair  as h quando foi acionado o circuit breaker e negociacoes ficaram suspensas por  minutos
180562885329138_1633642910021121,227,os  irmaos centenarios que podem ajudar a desvendar o segredo genetico da longevidade projeto investiga ha quase duas decadas mutacoes nos genes de  idosos a partir de  anos
180562885329138_1634016359983776,163,google apresenta android o novo sistema para smartphones veja o que muda novo android consegue rodar dois aplicativos ao mesmo tempo novidade foi apresentada na conferencia google io
180562885329138_1633488996703179,301,novo ciberataque em grande escala afeta computadores nesta quarta dizem especialistas alcance do virus adylkuzz ainda e desconhecido mas centenas de milhares de aparelhos podem ter sido infectados segundo empresa de seguranca
180562885329138_1633452183373527,39,par de diamantes azul e rosa e leiloado por us  milhoes sao os diamantes mais caros la leiloados leilao da sothebys gerou vendas totais de us  milhoes e teve  dos lotes arrematados
180562885329138_1632211280164284,1195,asteroide que dizimou dinossauros nao poderia ter caido em pior lugar como a historia do planeta poderia ter mudado se a rocha espacial tivesse caido num local diferente
180562885329138_1632285150156897,87,toyota apoia projeto de carro voador para grupo de jovens engenheiros sonha em ver o veiculo voador skydrive acender a chama olimpica dos jogos olimpicos de toquio em
180562885329138_1632085443510201,3339,video criatura gigante e encontrada na indonesia e moradores tentam desvendar misterio pesquisador acredita que se trata de uma baleia morta inchada pelos gases de decomposicao
180562885329138_1631534733565272,28,nova versao de virus responsavel por ciberataques e encontrada diz empresa variavel do ransomware wannacry chegou a infectar cerca de  mil computadores por hora diz companhia de seguranca digital check point
180562885329138_1631355360249876,16,fuvest altera lista de leituras obrigatorias para o vestibular lista sofreu uma mudanca em relacao as obras do vestibular  a novidade e o livro minha vida de menina de helena morley
180562885329138_1631602223558523,36,trump revelou informacoes secretas a ministro e embaixador da russia diz jornal informacoes sobre ameaca do grupo estado islamico pode por em risco fonte de inteligencia autoridades da casa branca dizem que reportagem e falsa
180562885329138_1631356900249722,519,virus do atual surto de febre amarela tem mutacao genetica inedita diz fiocruz segundo pesquisadores nao ha registro anterior dessas alteracoes na literatura cientifica mundial no entanto mudancas geneticas nao tiram eficacia das vacinas disponiveis
180562885329138_1631110180274394,28,sites de tribunais brasileiros ficam fora do ar em dois estados apos ciberataque pagina do espirito santo retornou atividades apos ataques em ao menos  paises inss relatou atrasos pontuais em agencias
180562885329138_1631043110281101,100,foto registra voo simultaneo de passaro e surfista em fernando de noronha e um passaro e um aviao sao dois passaros para quem olha rapidamente o registro do fotografico renato tinoco muitas perguntas podem vir a ca
180562885329138_1629948817057197,2709,mulher que deu a luz  filhos fala sobre orgulho de ser mae batalhei muito maria rita francisca de sousa tinha  anos quando deu a luz pela primeira vez e foram gemeos ela batalhou muito e fazia trabalhos pesados na roca para sustentar todos os filhos
180562885329138_1629039927148086,246,caminhao cai de ponte e motorista sobrevive a queda de quase  metros no parana acidente aconteceu na br em telemaco borba na noite de sextafeira
180562885329138_1629411333777612,123,megasena concurso  ninguem acerta e premio acumula em r  milhoes veja as dezenas sorteadas
180562885329138_1629173463801399,38,veja perguntas e respostas sobre o ciberataque que afetou quase cem paises g explica o que se sabe e o que ainda nao foi respondido em relacao ao ataque que sequestrou computadores ao redor do mundo nesta sextafeira
180562885329138_1628899167162162,6,ministerio da saude disponibiliza  mil salas equipadas para o dia d de vacinacao contra gripe expectativa e imunizar  das  milhoes de pessoas que estao no publico alvo da campanha ate o dia  de maio
180562885329138_1628279630557449,261,smartphone com bateria que recarrega em  minutos pode chegar ao mercado em bateria foi desenvolvida por startup israelense que esta fazendo testes com fabricantes e promete colocala no mercado no inicio do ano que vem
180562885329138_1627943530591059,3223,cao passa por cirurgia no df para retirar chinelos fios e barbante do estomago quantidade de objetos retirados encheu metade de sacola de supermercado notei que meus chinelos estavam sumindo disse dono do cachorro
180562885329138_1628156277236451,46,veja perguntas e respostas sobre o ciberataque que afetou quase cem paises g explica o que se sabe e o que ainda nao foi respondido em relacao ao ataque que sequestrou computadores ao redor do mundo nesta sextafeira
180562885329138_1628129013905844,55,o ciberataque em massa pode ter afetado meu computador ou celular o ataque do virus
180562885329138_1628076997244379,203,veja empresas e orgaos publicos do brasil que tiraram sites do ar apos ciberataque petrobras inss e ministerio publico de sao paulo estao entre paginas retiradas do ar
180562885329138_1628037983914947,617,ciberataques em larga escala atingem empresas no mundo e afetam brasil ataques ocorreram em ao menos  paises com virus de resgate que exige dinheiro diz empresa de seguranca no brasil sites de empresas e orgaos publicos sairam do ar hospitais na inglaterra foram atingidos no inicio do ataque
180562885329138_1627984443920301,70,espanha tambem alerta para virus que atingiu hospitais no reino unido o governo espanhol emitiu um alerta sobre ataques ligados ao virus de resgate wannacryptor que e possivelmente o mesmo que  atingiu diversos hospit
180562885329138_1627609790624433,1479,atencao saiam de fininho voces estao remando ao lado de  tubaroesbrancos em helicoptero policia aconselhou pessoas que faziam standup paddle a sair com calma da agua
180562885329138_1627509357301143,330,galaxy s e s vendidos pela samsung no brasil sao os mais caros do mundo precos do smartphone lancado nesta sextafeira  sao ate  maiores do que media mundial segundo levantamento do g nas lojas online da samsung
180562885329138_1627019880683424,368,motociclista tem ferimentos leves apos seu corpo pegar fogo em colisao com caminhao na china video mostra acidente e resgate do motociclista
180562885329138_1626728377379241,500,descoberta de jazida de ametistas atrai centenas de pessoas a cidade no norte da bahia pedras preciosas sao extraidas na cidade de sento se onde o quilo e comercializado por ate r  mil
180562885329138_1626523104066435,4579,chevrolet onix tem zero estrela em teste de seguranca do latin ncap carro mais vendido do brasil foi reprovado em protecao para adultos por causa de mau desempenho no teste de colisao lateral que nao e exigido no pais marca diz que cumpre todos requisitos locais de seguranca
180562885329138_1626235407428538,47,jovem brasileiro vai correr mais de  mil km para cruzar a europa e alertar sobre o problema da obesidade ultramaratonista nascido em campinas  vai percorrer nove paises europeus da noruega a espanha a partir de julho
180562885329138_1625457237506355,3,programas de fidelidade crescem  em  e reunem  milhoes de usuarios no brasil diz associacao programas como multiplus smiles e dotz somam  milhoes de inscritos de acordo com a abemf entidade que representa o setor apesar do avanco empresas faturaram apenas  mais em
180562885329138_1624957744222971,53,por que trump demitiu o chefe do fbi presidente americano surpreende o pais ao anunciar demissao de james comey democratas alegam que medida seria forma de acobertar dados da investigacao sobre ligacoes de campanha de trump com a russia
180562885329138_1625731714145574,39,engracado mas doloroso o que e o liquido verde usado em ataques a opositores na russia antisseptico comum no pais deixa manchas e tem potencial de causar danos a saude
180562885329138_1624951524223593,436,em video dentista conta a policia como matou namorado em sc eu estava apavorada ela foi denunciada por homicidio qualificado mulher diz que nao planejou morte e que golpeou o namorado por legitima defesa
180562885329138_1624896237562455,428,pms perseguem e prendem criminosos no maracana veja video flagrante mostra carro da pm perseguindo outro que levava criminosos suspeitos de praticar assalto dois homens foram presos
180562885329138_1623703631015049,208,cinco leoes escapam de parque nacional na africa do sul animais fugiram do parque nacional kruger na manha de segunda  e foram vistos perto da fronteira com a suazilandia tentando cacar gado policia de mpumalanga pediu para populacao permanecer em casa enquanto guardas florestais tentam captura
180562885329138_1624152294303516,2301,nenhum vestigio diz delegada sobre agronomo que sumiu depois de deixar sinais em lavoura em mt eder tadeu maciel da costa de  anos esta desaparecido desde sextafeira  caminhonete foi encontrada abandonada em plantacao de milheto
180562885329138_1624300884288657,158,trump demite diretor do fbi james comey james comey foi retirado do cargo depois de recomendacoes do procuradorgeral jeff sessions
180562885329138_1623849101000502,326,namorado da cantora da vingadora se envolve em confusao e homem e esfaqueado diz policia de acordo com a policia o namorado de tays reis e o principal suspeito
180562885329138_1622727054446040,17,policia de paris prende quase  por protestos apos eleicao francesa manifestantes protestavam contra macron e contra le pen eles sao acusados de jogar rojoes e danificar propriedades
180562885329138_1622151987836880,200,exdono da gol nene constantino deve ir a julgamento por homicidio nesta a sessao foi marcada pela justica do df para comecar as h empresario e acusado de mandar matar um lider comunitario que ocupava terreno dele
180562885329138_1622167697835309,128,apreensao de armas no rio encontra fuzil que pode matar a um quilometro modelo foi comprado pelas forcas de seguranca do estado ha menos de tres anos mas ja nao esta so nas maos da policia esta nas maos dos criminosos
180562885329138_1621762747875804,416,sucuri de aproximadamente  metros e flagrada em rodovia no acre video do animal a margem da estrada viralizou nas redes sociais biologo diz que animal poderia estar tentando se aquecer
180562885329138_1621742337877845,34,a megausina de energia solar encravada no deserto que pretende abastecer a europa o enorme complexo esta em um local ensolarado ao pe da cordilheira do atlas a  km de ouarzazate no marrocos
180562885329138_1621095227942556,83,megasena concurso  aposta de porto alegre  ganha mais de r  milhoes veja as dezenas sorteadas            quina teve  apostas ganhadoras e cada uma vai levar r
180562885329138_1620732647978814,58,grade de protecao atravessa carro apos motorista bebado tentar ultrapassagem em rodovia segundo a policia rodoviaria homem ficou gravemente ferido e passou por cirurgia apos acidente em aracatuba
180562885329138_1620695614649184,655,bota com us  mil e doada por engano a bazar beneficente em caxias do sul voluntarias estranharam o fato e procuraram a dona do calcado que disse que escondia o dinheiro por medo de assaltos dolares foram devolvidos
180562885329138_1620674217984657,74,ladroes dormem em loja e furtam celulares de shopping na zona oeste segundo a policia militar dois assaltantes passaram a noite escondidos entraram nas lojas pelo forro do teto e levaram roupas e telefones celulares no west shopping em campo grande
180562885329138_1620476261337786,66,casal de ourinhos pode recuperar fusca furtado ha mais de  anos e inacreditavel diz antigo dono policia de bauru recebeu uma ligacao informando que havia um veiculo abandonado e encontrou carro ano
180562885329138_1620404744678271,255,homem que foi o mais obeso do mundo deve ser operado no mexico juan pedro franco de  anos chegou a  pesar quase  quilos hoje ja tem  quilos a menos
180562885329138_1619559298096149,786,video mostra momento em que homem e atingido por onda e cai dentro de corrego em salvador vitima foi socorrida por pessoas que passavam pelo local no momento em que ocorreu o acidente
180562885329138_1619382188113860,34,volkswagen faz recall de  unidades de gol voyage saveiro up fox crossfox spacefox e space cross veiculos de modelo  e  podem ter pane eletrica por falha no alternador e ate o desligamento do motor
180562885329138_1619311061454306,705,hyundai tucson some das lojas punto e captiva saem de linha fiat  tambem nao e mais encontrado mas marca diz que modelo ainda e importado para o brasil
180562885329138_1616878715030874,2025,tradutora do fbi se casou com terrorista do estado islamico que ajudava a investigar revela cnn ela voltou aos eua se dizendo arrependida ficou presa por dois anos e cooperou com autoridades americanas
180562885329138_1617092915009454,1277,jovem viaja de brasilia a bahia por h escondido perto de motor de onibus segundo empresa de transporte rapaz alegou que foi roubado no distrito federal e que nao viu outra saida para voltar para casa
180562885329138_1617073808344698,488,trator que anda sozinho sai da sede da fazenda e trabalha na lavoura por  horas equipamento lancado na a agrishow em ribeirao preto  e capaz de tomar decisoes sozinho a partir de imagens de cameras frontal e traseira e sensor que identifica obstaculos
180562885329138_1617288408323238,229,jogador de futebol e preso em jogo da segunda divisao do campeonato gaucho atacante reserva da equipe do sapucaiense de sapucaia do sul foi surpreendido pelos policiais no comeco do jogo delegado diz que ele tem quatro mandados de prisao preventiva
180562885329138_1617526218299457,161,megasena concurso  aposta de sp ganha sozinha r  milhoes veja as dezenas sorteadas            a quina teve  apostas ganhadoras e cada uma vai levar r
180562885329138_1617491574969588,69,lamborghini com detalhes em ouro pode custar ate r  milhoes apenas  modelos countach sairam de fabrica nos anos  com partes laminadas em ouro  quilates um deles sera leiloado no fim de maio
180562885329138_1617186111666801,209,video mostra queda de pequeno aviao sobre rede eletrica nos eua segundo as autoridades ninguem se feriu no acidente que aconteceu no estado de washington
180562885329138_1617057065013039,404,smartphones nos espionam e ainda pagamos por eles diz john mcafee o pai do antivirus em entrevista ao g desenvolvedor que criou empresa de ciberseguranca fala dos perigos na internet de vida na floresta do filme com johnny depp e por que quis ser presidente dos eua
180562885329138_1616016185117127,201,surfista que ficou perdido mais de  horas no mar gelado e resgatado na escocia matthew bryce sofreu de hipotermia e esta se recuperando no hospital
180562885329138_1615425135176232,964,motorista sobrevive apos carro ficar prensado entre carretas na bahia fotos impressionam acidente aconteceu na br trecho do distrito de jose goncalves em vitoria da conquista sudoeste do estado
180562885329138_1616088895109856,1659,idosa fica com hematomas no braco apos tomar vacina em posto de saude no litoral de sp familia acredita que houve erro no procedimento adotado pela enfermeira secretaria de saude da cidade afirma que funcionaria agiu corretamente
180562885329138_1614951301890282,1420,joalheria de toquio lanca mascara de darth vader feita de ouro mascara que nao serve para ser vestida sai por us  milhao e celebra os  anos da saga star wars
180562885329138_1614334531951959,845,japao envia apoio a navio dos eua em plena tensao com a coreia do norte envio do portahelicopteros japones izumo e o o que o pais realiza para prestar apoio a tropas aliadas desde ao fim da a guerra mundial
180562885329138_1613550288697050,148,hackers podem decifrar senhas a partir da maneira como voce inclina o celular ao digitar programas maliciosos podem usar sensores embutidos no seu aparelho para acessar dados confidenciais saiba como se proteger
180562885329138_1613528245365921,872,a historia da argentina que sobreviveu a tres naufragios desastrosos  incluindo o do titanic violet jessop ganhou o apelido de miss inafundavel e trabalhou quase a vida toda em embarcacoes
180562885329138_1612949125423833,8,concursos  orgaos abrem inscricoes para  mil vagas no inicio da semana os salarios chegam a r  mil na prefeitura de santaluz  somente na exercito sao  vagas
180562885329138_1612580978793981,1108,gravida vai visitar marido preso em maceio e da a luz em presidio jaine fabricia da silva  estava no o mes de gestacao quando entrou em trabalho de parto no momento da visita ela e o bebe passam bem
180562885329138_1612044365514309,63,quase  milhoes de carros no brasil ainda rodam com airbags mortais defeito em peca da fornecedora takata e relacionado a  mortes no exterior recalls envolvem mais  milhoes de veiculos no pais mas menos de um terco foi consertado
180562885329138_1611975062187906,289,aviao faz pouso de emergencia e sai na pista em aeroporto na florida voo decolou de belize e fez pouso no aeroporto de sarasotabradenton nos eua aeronave soltou faiscas e chegou a sair da pista
180562885329138_1611920002193412,74,garcom fabrica violao de papel inspirado na mae e surpreende profissionais do conservatorio de tatui gratidao henrique pinto se formou em luteria no conservatorio e diz que o instrumento e o unico do mundo eu sempre acreditei afirma
180562885329138_1610434899008589,2940,brasileiro entra para o guinness apos terminar super mario world em  minuto matheus furtado de garopaba  e agora dono de recorde mundial em categoria que permite usar bugs do game para terminalo
180562885329138_1610474435671302,2150,cidades de sc registram temperatura abaixo de oc e geada bom jardim da serra teve a temperatura mais baixa do ano no pais ate agora com oc
180562885329138_1609822595736486,226,poluicao afeta vida aquatica na represa billings em sp pesquisa da usp aponta para uma grande concentracao de medicamentos anticoncepcionais que chegam na agua da billings pelo esgoto
180562885329138_1609813619070717,116,mp do paraguai diz que quantia levada em megaassalto e de us  milhoes policia paraguaia havia dito preliminarmente que o roubo era de cerca de us  milhoes ate agora pf afirma ter recuperado r  milhoes
180562885329138_1609665349085544,17,fisco recebeu  milhoes de declaracoes do ir prazo para envio termina sexta prazo para enviar declaracoes comecou em  de marco e segue ate o dia  de abril receita espera receber  milhoes de declaracoes em
180562885329138_1609014962483916,1390,sc amanhece com temperaturas negativas nesta quintafeira fez oc em bom jardim da serra a menor temperatura do ano no pais
180562885329138_1608565485862197,2186,megasena concurso  aposta de mt ganha r  milhoes veja as dezenas sorteadas            quina teve  apostas ganhadoras cada uma levou r
180562885329138_1608443399207739,45,ingressos do rock in rio estao esgotados festival deste ano tera ao todo  mil pessoas em sete dias de evento shows serao em       e  de setembro
180562885329138_1607913232594089,45,megasena pode pagar premio de r  milhoes nesta quarta e o maior premio ate agora em  apostas podem ser feitas ate as h
180562885329138_1607741752611237,241,menina desaparece por apenas  minutos mas foto pedindo ajuda viraliza na internet e nao para de ser compartilhada ela foi encontrada em posto de saude perto da casa dela em manaus mas imagem percorre o pais ha dias especialista em seguranca recomenda nao replicar esse tipo de conteudo
180562885329138_1607636302621782,53,mergulhando em saturno nesta quarta dia  de abril a sonda cassini da nasa depois de quase  anos no espaco vai atravessar pela primeira vez a regiao entre a atmo
180562885329138_1607072429344836,230,jiboia de  metros e resgatada em quintal de casa em patamares o animal foi levado para o centro de triagem para animais do ibama onde sera examinado e preparado para voltar a natureza
180562885329138_1607266475992098,59,ingressos do festival sao paulo trip vao custar de r  a r the who bon jovi aerosmith guns n roses the cult def leppard e alice cooper vao se apresentar no festival em setembro
180562885329138_1607114716007274,833,bombeiro salva bebe jogado de o andar durante incendio nos eua ele pediu que pai lancasse a crianca para que ela nao se intoxicasse com fumaca
180562885329138_1607351735983572,72,pf diz ter recuperado o equivalente a mais de r  milhoes de megaassalto no paraguai entre as apreensoes feitas ate a tarde desta tercafeira  estao notas de reais dolares e guarani segundo estimativa preliminar da policia foram levados o equivalente a r  milhoes no roubo
180562885329138_1606937526024993,49,mansao foi usada antes de megaassalto diz policia dez foram presos cerca de  ladroes fortemente armados invadiram a sede de uma transportadora de valores no paraguai na fronteira com o brasil na madrugada de segunda
180562885329138_1605222132863199,14,nenhum algoritmo no mundo e  perfeito diz brasileiro que lidera area de aparelhos do google mario queiroz vicepresidente de produtos do google lidera a chegada da inteligencia artificial a aparelhos como o altofalante conectado google home e o smartphone pixel
180562885329138_1605252599526819,658,policia retira corpo de mulher do caixao e interrompe velorio no sertao da paraiba caso aconteceu em belem do brejo do cruz sertao da paraiba e causa da morte e investigada
180562885329138_1605723379479741,2428,hopi hari tem energia cortada por falta de pagamento funcionarios relatam que parque funciona por meio de gerador nova gestao diz que tem tomado as medidas necessarias para continuar funcionando
180562885329138_1605739809478098,2378,aos  anos professora de ioga indiana impressiona com flexibilidade nanammal amma e a matriarca de tres geracoes de iogues e diz ter otima saude gracas a pratica diaria
180562885329138_1605867746131971,10,segundafeira  de abril de boa noite aqui estao as principais noticias para voce terminar o dia beminformado
180562885329138_1605724736146272,73,surfista e resgatado a  quilometros da praia com auxilio de drone em florianopolis homem foi retirado do mar na manha desta segundafeira  proximo a ilha do xavier na regiao leste da capital catarinense
180562885329138_1605013952884017,4,qual a diferenca entre a declaracao de ir padrao e a de aposentados contribuintes com mais de  anos que recebem ate r  mensais sao isentos
180562885329138_1605029506215795,1399,assaltantes invadem transportadora de valores no paraguai um policial foi morto e quatro pessoas ficaram feridas policia brasileira reforcou seguranca na fronteira
180562885329138_1604553516263394,898,vitima rastreia celular e suspeito e preso com  aparelhos furtados em rodeio de ribeirao preto segundo policia homem levou telefones durante o ribeirao rodeo music alem dos celulares suspeito portava um tablet que foi recuperado pelos agentes
180562885329138_1604010626317683,157,kiki ou bouba o estranho fenomeno por tras da pergunta a que todos respondemos da mesma forma gracas a um experimento curioso que pode ser feito em qualquer lugar do mundo podemos compreender um pouco melhor como funciona nossa pouco explorada percepcao multisensorial  algo que cientistas acreditam ser o elo perdido da origem da linguagem
180562885329138_1603153166403429,1007,megasena concurso  ninguem acerta e premio acumula em r  mi veja das dezenas sorteadas            quina teve  apostas ganhadoras cada uma levou r
180562885329138_1602604429791636,505,o estranho mamifero capaz de viver  minutos sem oxigenio de sangue frio ele nao tem olfato e e imune ao cancer conheca o roedor que surpreende cientistas por sobreviver com um sistema metabolico so encontrado em plantas
180562885329138_1601700196548726,224,carro desgovernado quebra muro de casa e invade quarto onde morador dormia motorista contou que perdeu o controle do veiculo apesar do susto ninguem se feriu acidente aconteceu no setor itapua em araguaina
180562885329138_1601596709892408,1302,explosivo e achado em banheiro de shopping na zona centrosul de manaus diz policia material estava com relogio que marcava  horas funcionario encontrou explosivo em banheiro masculino
180562885329138_1600017276717018,420,aviao que fez pouso forcado com angelica e huck nao tinha condicao de voar diz fab relatorio tambem ve falha de pilotos documento do cenipa revela que equipamentos essenciais estavam inoperantes e que houve erro dos tripulantes
180562885329138_1599083256810420,3685,o vovo esta dormindo o povo que vive com parentes mortos em casa pouca gente gosta de falar ou pensar sobre a morte mas em uma regiao da indonesia os mortos participam do dia a dia da populacao
180562885329138_1599107640141315,2319,vendedor quebra cotovelo em acidente de moto e tem rim retirado durante cirurgia cleiton sofreu acidente em  e passou por cirurgia em  ele descobriu que nao tinha mais um dos rins caso ocorreu em pesqueira pernambuco
180562885329138_1599034076815338,545,cientistas criam objeto com massa negativa que desafia as leis da fisica fisicos criaram fluido que se move na direcao contraria a forca que o empurrou
180562885329138_1598924243492988,3034,a alameda dos icebergs fenomeno atrai turistas a cidadezinha no canada gigante de gelo desceu do artico e encalhou na costa oferecendo oportunidade de fotos e atraindo dezenas de equipes de tv
180562885329138_1598766756842070,1,quintafeira  de abril bom dia aqui estao as principais noticias para voce comecar o dia beminformado
180562885329138_1597658293619583,96,justica quebra sigilo de exdiretores da caixapar e de irmao de silvio santos ao todo  pessoas tiveram os sigilos quebrados na operacao conclave da pf que apura suposta fraude para viabilizar compra de acoes do banco panamericano
180562885329138_1598193116899434,183,video mostra momento em que torre de energia e derrubada por fogo nas filipinas segundo empresa moradores informais causaram incendio proximo a rodovia
180562885329138_1597956086923137,354,cientistas descobrem superterra considerada promissora para a busca de sinais de vida exoplaneta lhs b gira em torno de estrela a  anosluz
180562885329138_1597512456967500,2298,como um imenso rio desapareceu em  dias no canada durante seculos o slims fluiu ate o mar de bering  mas entre  e  de maio do ano passado ele desapareceu da face da terra
180562885329138_1596250927093653,7425,dona de casa descobre gravidez natural de quadrigemeos em campina grande jovem ja tem dois filhos gemeos e mora em comodo apertado atras da casa da mae
180562885329138_1596468360405243,1223,a piscina com fundo transparente a  m de altura video mostra como e caminhar dentro da agua observando os carros e pessoas la embaixo na rua do topo de predio nos eua
180562885329138_1596144477104298,872,seis mumias sao encontradas em tumulo de farao no egito tambem foram descobertos sarcofagos de madeira de cores vivas e pequenas figuras funerarias em tumulo da epoca dos faraos no sul do egito
180562885329138_1596568723728540,178,asteroide passara proximo a terra nesta quartafeira nao ha risco de colisao a ultima vez que o jo se aproximou da terra foi ha  anos e ele nao voltara a passar perto por cerca de  anos
180562885329138_1596716020380477,1198,receita leiloa iphones maquinas e ate cavalo apreendidos no aeroporto de viracopos propostas podem ser enviadas pela internet ate quintafeira  leilao ocorre no dia
180562885329138_1596341597084586,592,suspeito de matar homem e postar video no facebook se suicida ao ser encontrado pela policia ele se matou com um tiro apos rapida perseguicao disseram as autoridades steve stephens trabalhava como assistente social em uma unidade de saude mental para criancas
180562885329138_1595992867119459,39,apos iniciar brexit premie britanica theresa may propoe eleicoes antecipadas para  de junho ela afirma que pais precisa de estabilidade para negociar afastamento da uniao europeia parlamento deve votar a medida na quartafeira
180562885329138_1594739610578118,62,concursos com inscricoes abertas reunem  mil vagas em todo o pais salarios chegam a r  no ministerio publico do parana e no tj de sp cargos sao em todos os niveis de escolaridade
180562885329138_1591973117521434,120,megasena pode pagar r  milhoes neste sabado apostas podem ser feitas ate as h valor minimo e de r
180562885329138_1591242207594525,8,sextafeira  de abril boa noite aqui estao as principais noticias para voce terminar o dia beminformado
180562885329138_1591238317594914,66,motociclista quase e prensado em arvore apos batida em maringa assista motociclista teve ferimentos leves e foi atendido pelos bombeiros no norte do parana
180562885329138_1589585104426902,4840,fiquei cega de um olho por colocar lentes de contato com as maos molhadas irenie ekkeshis fez dois transplantes apos ser diagnosticada com uma infeccao rara causada por um parasita
180562885329138_1589546981097381,249,menina de  anos escapa de tiros dentro de barbearia nos eua segundo imprensa local garota teve ferimentos por cacos de vidro veja video
180562885329138_1589311047787641,145,cassini encontra gas hidrogenio em lua encelado de saturno nasa faz transmissao para falar da descoberta de oceanos alem da terra
180562885329138_1589238077794938,104,nissan copzilla e gtr de  cv transformado em viatura policial esportivo tem rodas de  polegadas e foi criado para departamento de policia ficticio modelo esta em exibicao no salao de nova york
180562885329138_1588073851244694,742,megasena concurso  ninguem acerta e premio vai a r  milhoes veja as dezenas sorteadas            quina teve  apostas ganhadoras e cada uma vai levar r
180562885329138_1587680664617346,1358,estamos enviando uma armada a coreia do norte diz trump temos submarinos muito poderosos muito mais poderosos do que qualquer portaavioes disse ainda em entrevista a rede fox news
180562885329138_1585652881486791,28,unica prisao para estrangeiros no brasil reune  nacionalidades e ensina portugues presidio fica no interior de sao paulo e abriga mais de mil detentos maioria dos sentenciados e da nigeria e trafico internacional de drogas lidera o ranking de crimes com mais de  dos presos
180562885329138_1584582881593791,600,os estranhos animais hibridos criados pelas mudancas climaticas a acao humana tem alterado ciclos reprodutivos e impactado habitats de animais que acabam cruzando entre si apesar de serem de especies diferentes
180562885329138_1583240935061319,252,as aranhas e centopeias gigantes que se alimentam de grandes animais ha algo de filme de terror quando uma aranha ou um inseto ataca um bicho vertebrado mas esses episodios perturbadores sao mais comuns do que imaginamos
180562885329138_1582931461758933,162,principio de incendio interrompe show do cantor daniel veja video fogo teria iniciado por causa de um curtocircuito em equipamento incidente ocorreu neste domingo em casa de shows em cuiaba
180562885329138_1582095451842534,252,megasena concurso  ninguem acerta e premio acumula em r  mi veja das dezenas sorteadas           quina teve  apostas ganhadoras cada uma levou r
180562885329138_1581897975195615,559,foi um milagre diz vizinha apos crianca cair do  andar de predio e sobreviver menina de  anos fraturou o femur e foi socorrida vitima esta em observacao no hospital das clinicas de ribeirao preto
180562885329138_1580296555355757,7083,policia na india tenta desvendar misterio de menina encontrada vivendo com macacos comparada a mogli garota resgatada em floresta nao fala e anda sobre quatro apoios com ajuda de bracos e pernas nao se sabe a quanto tempo estava nesta situacao
180562885329138_1580290458689700,825,crianca joga fora envelope com r  mil apos confundir com lixo em ro conforme relato do pai a policia nesta sexta  dinheiro estava dentro de uma sacola no quarto da menina e ela acabou achando caso ocorreu na cidade de cacoal e esta sendo investigado
180562885329138_1579782695407143,70,rio tiete transborda e trecho da marginal e interditado apos temporal em sp os carros nao transitaram a partir da ponte das bandeiras volume de chuva das ultimas  horas equivale a media do mes de abril
