id,count,value
180562885329138_1629814797070599,58,macron promete superar divisoes em discurso de posse na franca politico de  anos e o presidente mais jovem a assumir o comando do palacio do eliseu primeira viagem internacional sera visita a chanceler alema angela merkel
180562885329138_1629330490452363,69,apos ataque de ransomware microsoft atualiza o windows xp a microsoft decidiu liberar uma atualizacao de seguranca para o windows xp para que usuarios do sistema lancado em  possam se proteger da brecha
180562885329138_1628949533823792,599,comerciante do es vende coco por  centavo e desafia concorrentes e clientes com promocao na praia compra deve ser feita com moeda de um centavo e cada pessoa so pode levar tres litros de segunda feira   litros foram vendidos
180562885329138_1628935080491904,176,empresaria some com r  mil do marido e forja proprio sequestro diz policia de suzano mulher de  anos ainda usou o filho durante a trama que armou segundo delegado edson gianuzzi desvio do dinheiro so foi percebido quando homem pediu que a mulher realizasse uma transferencia para compra de um carro
180562885329138_1628888393829906,1069,mulher perde marido e emprego porque nao saia das redes sociais alem disso lucelia quase ficou sem a guarda dos filhos ela precisou ser internada para se recuperar da dependencia tecnologica
180562885329138_1628008730584539,25,ciberataque faz sistema do tribunal de justica de sp cair sites do mp e do trt tambem saem do ar judiciario paulista admitiu que computadores foram infectados o que motivou o desligamento de todas as maquinas da instituicao inss informa que suspendeu atendimentos nesta sexta
180562885329138_1627920150593397,89,livro make poetry great again transforma frases de trump em poesia o que trump diz esta mais perto da poesia e da ficcao do que da realidade diz autor exemplar da obra foi enviada ao republicano
180562885329138_1628225500562862,15593,campanha de dia das maes da lojas marisa gera polemica na internet mensagem publicada nas redes sociais brinca com caso do triplex relacionado a esposa de lula marisa leticia morta em fevereiro
180562885329138_1627717693946976,5303,mulher forja proprio sequestro e grava audio com voz distorcida pedindo r  mil a familia professora disse que se sentia desprezada e queria atencao
180562885329138_1626357770749635,79,cientistas desaconselham dieta sem gluten a pessoas nao celiacas estudo indica que cortar gluten implica abrir mao de alimentos beneficos para a saude como graos integrais em celiacos gluten representa risco cardiaco mas em nao celiacos risco nao existe
180562885329138_1626342230751189,18548,garcom vendia oregano como maconha e fermento como cocaina diz policia do es uma pistola falsa e uma touca ninja foram apreendidas na residencia do homem ele tambem e suspeito de ameacar a namorada com uma arma
180562885329138_1626585837393495,21,mudancas na ldb divulgadas na surdina acabam com o ensino gratuito nao e verdade mensagem tem circulado pelo whatsapp ela tem informacoes incorretas sobre as alteracoes que a medida provisoria do ensino medio provocou na lei de diretrizes e bases
180562885329138_1626964014022344,10,quinta feira  de maio de boa noite aqui estao as principais noticias para voce terminar o dia beminformado
180562885329138_1627043074014438,3771,americano insulta familia muculmana em praia nos eua e depois e fotografado com cara de choro na prisao familia manteve a calma apesar das ofensas caso foi registrado em video
180562885329138_1626620820723330,621,justica condena rosinha garotinho a perda de direitos politicos por  anos ela e exsecretario ricardo bruno foram condenados por improbidade administrativa devido a propaganda irregular em  a pedido do ministerio publico os dois vao recorrer
180562885329138_1626610950724317,57,quem e quem no depoimento de lula a moro expresidente foi ouvido pelo juiz na tarde de quarta  em curitiba imagem da sala com angulo aberto foi divulgada nesta quinta
180562885329138_1626455544073191,206,justica divulga videos com angulo ampliado de depoimento de lula assista expresidente prestou depoimento ao juiz sergio moro na tarde de quarta feira  em curitiba
180562885329138_1626330374085708,2065,as bombas de coco que se tornaram ultimo recurso de manifestantes contra maduro na venezuela protestos de quarta feira marcaram estreia do uso de projeteis com excremento nos embates com forcas de seguranca governo compara uso dessas bombas ao de armas biologicas
180562885329138_1626305407421538,587,blogueiro russo e condenado por cacar pokemons em igreja ruslan sokolovski foi considerado culpado de instigar o odio entre os fieis
180562885329138_1626280464090699,63,pm do df apura conduta de soldado fardada em propaganda de salao de beleza nas imagens ela chega ao local em uma moto da policia para fazer cabelo e maquiagem video foi feito para semana da mulher diz empresario pm nao detalhou qual seria a infracao
180562885329138_1626259947426084,1621,lula se contradiz sobre relacao entre exdiretor da petrobras e extesoureiro do pt expresidente prestou depoimento ao juiz sergio moro em curitiba na quarta feira  ele falou por cerca de cinco horas
180562885329138_1624959474222798,732,cuba ganha seu primeiro shopping de luxo la manzana de gomez se converteu em um fenomeno sociocultural cubanos de idade mais avancada ficam assombrados com os precos
180562885329138_1625870944131651,478,depoimento de lula a moro veja todos os videos e os principais pontos expresidente foi ouvido por quase  horas como reu no processo mpf afirma que imovel foi reservado pela oas ao expresidente como propina veja videos na integra e temas de cada um
180562885329138_1625751734143572,313,seis adolescentes sao detidos em mt apos postar fotos com joias roubadas na web adolescentes eram usados por quadrilha para vender objetos roubados segundo a pm nas redes sociais eles ostentavam correntes pulseiras aneis e relogios
180562885329138_1625741764144569,350, acompanhe as ultimas noticias sobre o parana e tudo sobre as condicoes de transito chuvas acidentes congestionamentos obras e transporte publico
180562885329138_1625285710856841,398,prova de candidata beneficiada por fraude no piaui tinha erros como tranzito e fragrante policia desarticulou quadrilha que atuava na fraude de concursos publicos durante a operacao infiltrados
180562885329138_1625700884148657,861,lula diz a moro que nunca teve intencao de adquirir triplex expresidente negou ser dono de imovel no guaruja ministerio publico diz que o imovel foi destinado a lula pela oas como propina dissimulada
180562885329138_1625689897483089,989,nao daremos dinheiro a novos moradores malentendido faz povoado italiano receber avalanche de pedidos de residencia relato se espalha de que bormida daria  mil euros a quem se mudasse para la mas por enquanto cidade oferece apenas subsidio de aluguel  e so para italianos
180562885329138_1625468584171887,284,video do depoimento de lula a moro ao vivo vazou nao e verdade usuarios do facebook tem compartilhado link de video como se fosse o desta quarta  depoimento gravado e de marco quando lula falou em brasilia
180562885329138_1625327244186021,339,lula presta depoimento a sergio moro em curitiba expresidente e interrogado como reu pela a vez em processo da lava jato sobre triplex
180562885329138_1624993360886076,1204,pais defendem mochila gigante dada a alunos da creche em jequie cabe tudo o que ele vai necessitar mochilas viraram piada na internet e chegaram ser um dos cinco assuntos mais comentados em uma rede social
180562885329138_1625209367531142,289,russos vendem tanques de guerra pelo preco de carros esportivos e burocratico e caro mas pessoas comuns podem comprar veiculos militares que nao estao em uso
180562885329138_1625023280883084,2741,lula chega a curitiba para prestar depoimento ao juiz sergio moro audiencia na justica federal esta marcada para comecar as h expresidente sera interrogado em acao da lava jato sobre triplex no guaruja
180562885329138_1624869324231813,818,expresidente lula depoe a sergio moro nesta quarta em curitiba sera o primeiro depoimento do petista como reu e na presenca de moro aviao com lula decolou de sp por volta das h e chegou a curitiba as h
180562885329138_1624837544234991,78,zelia duncan diz que musical sobre tropicalia e arma contra fase retrograda e sombria do brasil atual dizem que a historia sempre anda para frente e para tras a gente esta nitidamente andando para tras e sinistramente precisando deste repertorio de novo ela diz sobre musicas de caetano e gil em musical que estreia em sp
180562885329138_1624697677582311,3,quarta feira  de maio bom dia aqui estao as principais noticias para voce comecar o dia beminformado
180562885329138_1624414334277312,7,terca feira  de maio de boa noite aqui estao as principais noticias para voce terminar o dia beminformado
180562885329138_1624382774280468,887,brasileiro transmite momento em que leva mataleao de militar em portugal jair costa disse que foi informado que estaria desrespeitando orgao publico guarda nacional confirmou detencao por conduta impropria
180562885329138_1624148127637266,1080,presidente da qantas leva torta na cara em evento na australia autor do ataque foi detido motivos nao foram esclarecidos
180562885329138_1624252390960173,398,justica federal nega pedido de lula para gravar depoimento a moro habeas corpus foi julgado apos negativa de suspensao do processo sobre o triplex da empreiteira oas juiz considerou o pedido inusitado
180562885329138_1624002594318486,1633,internautas fazem meme com mochilas distribuidas para criancas na ba materiais foram distribuidos na sexta feira  e surpreenderam por causa do tamanho
180562885329138_1624134660971946,877,multa de transito cita conversa com garotas de programa e verdade imagem tem sido compartilhada no facebook e no whatsapp prefeitura de santo andre confirma autenticidade do documento e diz que vai apurar conduta de agente
180562885329138_1624105067641572,138,acoes para bibliotecas anunciadas por doria ja estavam em vigor em gestoes passadas dizem especialistas saraus acontecem ha pelo menos  anos cursos de atualizacao para as equipes foram implantados ha pelo menos  anos secretaria da cultura diz que medidas estao previstas no plano municipal do livro
180562885329138_1624024467649632,1573,trf nega pedido de lula para suspender processo sobre triplex defesa do expresidente protocolou habeas corpus para suspender processo sobre o triplex da oas com isso depoimento do petista ao juiz sergio moro esta mantido para esta quarta feira
180562885329138_1624007384318007,56,bumlai diz que dona marisa pediu para que ele comprasse terreno para o instituto lula pecuarista foi ouvido como testemunha de acusacao na manha desta terca feira
180562885329138_1623975630987849,13,apos cassacao de melo david almeida assume governo do amazonas oficio que regulamenta a mudanca no comando do estado foi assinado pelo presidente do tribunal regional eleitoral
180562885329138_1623775901007822,25,lista veja os  carros zero mais baratos do brasil pela primeira vez top  tem um carro que custa mais de r  mil metade dos modelos e de origem chinesa volks fiat nissan e kia completam a relacao
180562885329138_1623616901023722,96,peritos da pf vao avaliar obras apreendidas em casas da exmulher de sergio cabral policiais encontraram em imoveis de suzana neves objetos como o quadro o beijo de gerchman e camisa de pele ela nega que tenha lavado dinheiro para exmarido e exgovernador do rj
180562885329138_1623293824389363,17011,tamanho de mochilas escolares entregues a alunos de creches por prefeitura na ba vira piada na internet prefeitura de jequie na regiao sudoeste entregou utensilios que tem quase o mesmo tamanho de alunos da creche municipal
180562885329138_1623465371038875,3,terca feira  de maio bom dia aqui estao as principais noticias para voce comecar o dia beminformado
180562885329138_1622871114431634,2306,sargento da pm e preso por hastear bandeira do flamengo em batalhao no rio pm hasteou a bandeira rubronegra no lugar da bandeira do estado do rio de janeiro a bandeira ficou na entrada da unidade na rua siqueira campos
180562885329138_1623105417741537,258,apoiadores da lava jato desmontam acampamento em frente a justica federal de curitiba liminar em favor da prefeitura de curitiba proibe acampamentos entre as h desta segunda  dia do interrogatorio do expresidente lula
180562885329138_1622954351089977,1393,defesa de lula pede suspensao de processo sobre triplex ao trf advogado alega que nao ha tempo para analisar toda a documentacao ate o proximo dia  de maio quando o expresidente tem depoimento marcado ao juiz sergio moro
180562885329138_1622680367784042,97,rj teme rebelioes em presidios por falta de pagamento a fornecedores de quentinhas preocupacao consta em oficio enviado pela secretaria de administracao penitenciaria ao governador nao temos condicoes de sequer reparar os danos a serem causados diz a pasta
180562885329138_1622614477790631,1057,justica proibe acampamentos em curitiba por conta de depoimento de lula veto vale desta segunda feira  quando expresidente sera interrogado por sergio moro pela primeira vez
180562885329138_1622503301135082,253,ferrari capota e bate em outro carro na zona sul de sp segundo policiais acidente pode ser consequencia de um racha na avenida  de maio
180562885329138_1622407131144699,3,segunda feira  de maio bom dia aqui estao as principais noticias para voce comecar o dia beminformado
180562885329138_1622156604503085,9,concursos  orgaos abrem inscricoes para  vagas na segunda feira salarios chegam a r  no ifto somente na prefeitura de santa ines  sao  vagas
180562885329138_1621944377857641,236,franca estara na a fileira na luta contra o terrorismo diz macron em discurso como presidente eleito presidente mais jovem da franca fez dois discursos apos vitoria no o turno emmanuel macron diz que moralizacao da vida publica do pais sera a primeira prioridade de seu mandato
180562885329138_1621789664539779,64,policia divulga imagens de assalto a banco frustrado em quebrangulo alagoas crime foi na madrugada de sabado  segundo a policia bandidos fugiram quando perceberam a movimentacao de uma guarnicao da pm do municipio
180562885329138_1621753604543385,178,aos  anos idoso coloca faixa na porta de casa em busca de companheira que queira casar no religioso em maceio jose manoel dos santos perdeu a esposa no ano passado apos um casamento de  anos agora ele procura um novo amor para sua vida
180562885329138_1621744574544288,233,jovem que levou choque eletrico ao surfar trem esta na uti de queimados em sp vitima de  anos teve queimaduras ao subir sobre vagao da cptm no sabado  em sao paulo estado dele e grave segundo hospital das clinicas
180562885329138_1621631921222220,335,o nazismo era um movimento de esquerda ou de direita polarizacao da discussao politica cria confusao sobre origens de movimentos nacionalistas e fascistas na europa
180562885329138_1621484877903591,35,boatos de ate  anos atras sao reciclados e compartilhados nas redes sociais whatsapp e o principal meio usado para replicar mensagens que antes circulavam por outros meios mensagens sao remodeladas ou ganham aura de novas para continuar sobrevivendo
180562885329138_1621029274615818,956,homem leva choque eletrico ao surfar em trem da cptm em sao paulo vitima foi levada de helicoptero para o hospital das clinicas ele teve queimaduras no corpo e estava em estado grave
180562885329138_1621019301283482,2936,tecnico em cirurgia foi registrado pelos pais com o nome darth vader mae estava sob efeito de anestesia no parto e concordou com a escolha do marido fa de star wars
180562885329138_1620986414620104,1078,helicoptero que levava senador wilder morais faz pouso forcado em goiania piloto sofreu ferimentos leves mas passageiros sairam ilesos deputado estadual lincoln tejota  tambem viajava na aeronave
180562885329138_1620943854624360,167,duque diz estar disposto a devolver  milhoes de euros recebidos como propina exdiretor da petrobras reconheceu crimes desvendados pela operacao lava jato e disse que lula tinha pleno conhecimento
180562885329138_1620458098006269,6,eleicoes presidenciais na franca veja  fatos que marcaram a campanha noticias falsas ovadas e suposto plagio repercutiram nas redes sociais emmanuel macron e marine le pen disputam o turno neste domingo
180562885329138_1619424838109595,6,ong lanca servico de checagem de dados sobre cancer para combater noticias falsas nas redes pessoas podem encaminhar informacao sobre tratamento ou prevencao para instituto oncoguia verificar se dado procede organizacao atende por whatsapp
180562885329138_1619847224734023,8,rap uma lingua universal a servico de idiomas em risco de desaparecer em pequenas comunidades ao redor do mundo grupos locais incorporaram o rap como uma forma de comunicacao reavivando seus proprios idiomas
180562885329138_1619791478072931,209,dinamarca tem cerveja feita com cevada fertilizada com urina humana pisner e cerveja artesanal organica feita pelo conceito de reciclagem beercycling
180562885329138_1619512361434176,2158,erro em banco faz capixaba virar por instantes o homem mais rico do brasil ele viu o proprio patrimonio liquido alcancar r  bilhoes nesta quinta  clientes com investimentos no santander viram dinheiro multiplicar por erro
180562885329138_1619914218060657,112,kanye west deleta seus perfis no twitter e instagram rapper de  anos apagou contas de redes sociais nesta sexta feira
180562885329138_1619710928080986,2176,mulher tenta entrar nos eua com heroina disfarcada como nadegas ela levava  kg da droga sob as calcas
180562885329138_1619682234750522,1027,chifre mostra que pessoa amada nao vale nem um real brincam simone e simaria cantoras se apresentam em brasilia neste sabado em entrevista ao g dupla tambem revelou sonho de cantar com o rei roberto carlos
180562885329138_1619712994747446,21636,bebe britanico trancase acidentalmente em carro e ri de bombeiros que o salvaram menino de  meses nao entrou em panico ao enfrentar situacao de emergencia
180562885329138_1619811178070961,368,lula tinha conhecimento de tudo diz exdiretor da petrobras a moro renato duque foi interrogado de novo pelo juiz da lava jato nesta sexta feira  em processo da operacao envolvendo o exministro antonio palocci defesa do expresidente diz que duque fabrica acusacoes
180562885329138_1619718758080203,535,voce brocha e voce morre sao novos alertas propostos pela anvisa para maco de cigarro proposta da anvisa esta em consulta publica ate o dia  de maio imagens fortes de problemas decorrentes do tabagismo vem sendo utilizadas em macos de cigarro no brasil desde
180562885329138_1619405398111539,147,redacao nota mil no enem  com copia de textos de edicoes anteriores abre debate sobre plagio e modelos estudante do rio de janeiro usou no enem  estruturas sintaticas de redacoes consideradas modelo das edicoes  e  autores dos textos originais porem defendem a pratica e nao enxergam plagio
180562885329138_1619251831460229,460,coreia do norte acusa cia de complo para assassinar kim jongun ministerio da seguranca denunciou o que seria um vicioso complo com substancias bioquimicas para matar dirigente em cerimonias publicas
180562885329138_1618357578216321,581,leao covarde leva susto com bolha de sabao em zoo britanico reacao de moto foi flagrada por funcionario
180562885329138_1618759018176177,83,familias de vitimas de tiroteio nos eua em  processam facebook twitter e google familiares de tres dos  mortos no ataque em san bernardino alegam que empresas permitiram que estado islamico se proliferasse em redes sociais
180562885329138_1618905594828186,52,pec abre caminho para cancelar eleicao de  nao e verdade ato de criacao de comissao para analisar proposta de reforma politica gerou polemica nas redes sociais texto nao fala em anulacao de eleicoes e sera modificado na camara
180562885329138_1618368268215252,23,lava jato e crise derrubam receita das grandes construtoras em safra de balancos das empreiteiras mostra um cenario mais desfavoravel que em  agravado por projetos interrompidos e pela propria crise economica receita da camargo correa encolheu quase
180562885329138_1618845471500865,4,quinta feira  de maio de boa noite aqui estao as principais noticias para voce terminar o dia beminformado
180562885329138_1618071341578278,341,correios vao realizar novo concurso publico iades sera a organizadora oportunidades serao para as areas de saude seguranca e engenharia ainda nao ha previsao para a publicacao do edital
180562885329138_1618564708195608,772,whatsapp diz que aplicativo apos dia com servidores sobrecarregados vai ser pago nao e verdade texto divulgado um dia apos oscilacao na rede recicla boato de cobranca whatsapp reitera que nao cobra e nao manda mensagens diretas a usuarios
180562885329138_1618232771562135,887,exministra de dilma e condenada a pagar indenizacao por danos morais a alexandre frota ator que relatou estupro na tv abriu processo por criticas de eleonora menicucci exministra disse que frota nao so assume ter estuprado mas faz apologia ao estupro
180562885329138_1616874521697960,4957,homem e preso apos roubar loterica usando bilhete em guaranta criminoso simulou que estava com uma arma de fogo ele levou r  e foi preso em pirajui camera registrou assalto video
180562885329138_1617352334983512,1733,mae encontra droga no quarto do filho adolescente e o entrega a policia militar corporacao foi ao imovel no conjunto habitacional ana jacinta em presidente prudente e localizou porcoes de maconha
180562885329138_1617274134991332,485,foto de jovem britanica com braco gigante gera espanto na internet imagem com ilusao de optica foi postada pela irma da jovem
180562885329138_1617464704972275,289,whatsapp volta a funcionar apos instabilidade de mais de  horas aplicativo de mensagens ficou fora do ar entre h e h segundo relatos nas redes sociais
180562885329138_1616887635029982,1402,manifestante fitness chama atencao em protesto na venezuela e e comparada a mulher maravilha agencia distribuiu fotos de mulher arremessando pedras no o de maio na capital venezuelana no instagram com  mil seguidores ela posta fotos de exercicios
180562885329138_1617198108332268,85,ministro da justica anuncia reforco da forca nacional e da prf no rio osmar serraglio disse que em reuniao temer solicitou medidas para conter a crise de seguranca no estado governador pezao pediu ao governo federal o envio de homens
180562885329138_1617106585008087,11750,mulher processa cartomante que prometeu trazer marido de volta e tem pedido negado pela justica marido saiu de casa em  e ate o ajuizamento da acao em  ele nao havia retornado aposentada alega que ficou endividada porque fez emprestimo para pagar servicos
180562885329138_1616792525039493,2250,mulher engole us  mil na colombia apos descobrir traicao de exmarido ela nao queria que antigo parceiro ficasse com parte do dinheiro que conseguiram vendendo bens
180562885329138_1615796155139130,44,sete perguntas sobre a crise com a coreia do norte  e as possibilidades de uma guerra trump diz que grande confronto e possivel enquanto china pede diplomacia e regime de kim jongun ameaca afundar navio americano
180562885329138_1616342778417801,49,a organizacao que ajuda pessoas com deficiencia a ter vida sexual servico em taiwan oferecido por voluntarios e comparado por criticos a prostituicao
180562885329138_1616174995101246,2945,estudante universitario perde celular de r  mil e inventa roubo para fraudar seguro rapaz de  anos registrou o caso na policia em presidente prudente e localizou o aparelho no dia seguinte ele foi indiciado por estelionato e falsa comunicacao de crime
180562885329138_1615878118464267,179,anac fixa regras para uso de drones e exige habilitacao para equipamentos maiores agencia aprovou nesta terca regulamento para uso de aeronaves remotamente pilotadas habilitacao sera necessaria para equipamentos com mais de  kg
180562885329138_1615846751800737,1238,juiz determina fianca de r  milhoes para eike batista permanecer em prisao domiciliar pagamento devera ser feito em  dias uteis ou ele voltara para a prisao advogado disse que bens de eike estao estao bloqueados e que valor e inexequivel
