value
"Sabe quem é o autor dessa frase? O criador do 1º antivírus comercial de sucesso. Impressionado? Então confira o que mais John McAfee tem a dizer, de smartphones a 'Ciber Guerra Fria'    "
"Bruce Hampton comemorava aniversário; morte foi percebida após alguns MI-NU-TOS      😱 😱 😱"
"Lista tem estatístico no topo     "
"Encontrado após intensas buscas, escocês foi içado por helicóptero da Guarda Costeira   "
"Veículo foi destruído por duas carretas; imagens são fortes     "
"Tem cargos para todos os níveis de escolaridade. Comece seu planejamento.  "
"É a primeira vez que o Japão envia apoio a tropas de seus aliados desde ao fim da Segunda Guerra Mundial   "
"Dia do Trabalhador tem marchas e protestos pelo mundo. Veja a galeria de fotos com os atos deste 1º de Maio    "
"Pessoas levaram choque após cabo energizado se soltar de balão de publicidade e houve princípio de tumulto. Show teve que ser interrompido   "
"Programas maliciosos podem usar sensores embutidos no seu aparelho para acessar dados confidenciais; saiba como se proteger.  "
"Violet Jessop ganhou o apelido de 'Miss Inafundável' e trabalhou quase a vida toda em embarcações.  "
"Está de olho nos próximos concursos? Nesta semana tem inscrições pra salários de até R$ 12 mil   "
"Saiba como enviar a retificação do seu Imposto de Renda; especialista explica que não é preciso pagar multa ->   "
"Jaine Fabrícia da Silva, 18, estava no 9º mês de gestação quando entrou em trabalho de parto no momento da visita. Ela e o bebê passam bem.  "
"ENTENDA o defeito na peça da Takata, relacionado a 16 mortes no exterior. Saiba se o seu carro está no recall ->   "
"Pneu caiu no meio do voo. Durante o pouso, aeronave chegou a soltar faísca e a sair da pista  "
"Ele tinha dores nas costas quando era criança e sua mãe criou para ele um surdo de papel. Aos 33, decidiu usar a inspiração para criar o violão <3  "
"Em comunicado, OMS diz que casos são investigados    "
"Não deu outra: brasileiro foi parar no livro dos recordes. Mas como ele conseguiu?   "
"A arte glacial parece feita com giz de cera, mas é uma cicatriz deixada pelo movimento de um imenso bloco de gelo    "
"Homem que ficou 47 dias no Himalaia à base de neve, água e sal após se perder comemorou aniversário nesta sexta   "
"Medicamentos chegam na água da Billings pelo esgoto Veja os detalhes "
"Até agora, Polícia Federal afirma ter recuperado R$ 4,5 milhões  "
"Começar o tratamento antes da evolução da doença aumenta as chances de cura    "
"Aposta única levou o maior prêmio do ano      "
"Sensação térmica chegou a -19ºC. E vem mais frio por aí    "
"A estimativa é que o meteorito tenha caído há mais de 100 anos   "
"Imamura disse que foi sorte o desastre de março de 2011 atingir o nordeste do país, em vez da área metropolitana de Tóquio   "
"🍀 Confira as dezenas sorteadas 🍀   "
"Será que hoje a sorte vem?     🍀 🤑"
"Artilharia com fogo real foi realizada na terça-feira    "
"Especialista em segurança recomenda não replicar esse tipo de conteúdo. Entenda:   "
"Especialista esclarece      "
"Mergulhando no planeta. Entenda...   "
"Só este ano, já foram resgatadas mais de 50 cobras em Salvador     "
"Confira o resumo com as principais notícias desta terça-feira   "
"As vendas para o público começam no dia 3 de maio, a partir das 10h    "
"Bombeiro fez pedido ao pai, pois era a única forma de salvar criança de apenas 1 mês   "
"Entre as apreensões estão notas de reais, dólares e guarani  "
"Chegada coincide com exercício militar na Coreia do Norte     "
"Casa era base estratégica da quadrilha. Polícia coleta material genético para identificá-los  "
"Apesar de não estar infeliz, João não se sentia realizado em seu trabalho. O susto de sofrer um infarto aos 30 anos foi o empurrão que ele precisava para tomar um novo rumo na vida  Leia mais: "
"Brasileiro que lidera área de aparelhos do Google fala sobre saias justas geradas por notícias falsas e como a inteligência artificial vai mudar a vida de muitos em poucos anos  "
"Família diz que mulher morreu vítima de infarto, polícia vai apurar   "
"Segundo funcionários, o parque está funcionando por meio de gerador   "
"Já pensou chegar aos 98 anos com essa saúde? 😯    "
"Confira o resumo com as principais notícias desta segunda-feira   "
"É a primeira operação relevante na região feita com o drone, adquirido no início do ano Leia mais "
"G1 ao vivo: Mega-assalto no Paraguai, Imposto de Renda e Jerry Adriani"
"Contribuintes com mais de 65 anos que recebem até R$ 1.903 são isentos ==:    "
"Resultado das eleições na França levou milhares a protestar nas ruas de Paris; entenda o que está em jogo      "
"Ladrões eram brasileiros e levaram US$ 40 milhões de transportadora de valores; vídeo mostra troca de tiros e carros queimados    "
"Tem vagas para todos os níveis de escolaridade. Planeje-se :)  "
"País ocupa 3ª posição em gastos militares, atrás de Estados Unidos e China. "
"Aplicativo ajudou a encontrar suspeito. Segundo polícia de Ribeirão Preto, homem também portava um tablet. "
"Veja passo a passo como fazer     "
"Não é brincadeira, não. Teste explica muito sobre nós   "
"Incidente foi registrado no interior de São Paulo     "
"Movimentação acontece antes de se dirigirem para a Coreia    "
"Não foi nada simples, mas após humilhação e não se reconhecer em uma foto, gerente perdeu 52 kg       "
"Ninguém acerta e prêmio acumula em R$ 97 milhões 🍀🍀🍀   "
"Motorista contou que perdeu o controle do veículo   "
"Material estava em banheiro masculino e tinha relógio que marcava 18 horas   "
"Reportagem visitou uma família em que avô morreu há 12 anos, mas não para eles. Tradição e fotos são surpreendentes     "
"Descoberta foi feita anos depois, quando ele começou a passar mal   "
"Físicos criaram fluido que se move na direção contrária à força que o 'empurrou'. Oi?    😲"
"Gigante de gelo desceu do Ártico e encalhou na costa, oferecendo oportunidade de fotos e atraindo dezenas de equipes de TV.  "
"IR 2017, Lava Jato, delações, Palocci e muito mais...   "
"Ex-diretores da CaixaPar também tiveram seus sigilos quebrados após Operação Conclave, que apura fraudes na compra de ações do banco Panamericano  "
"👽 Será que os pesquisadores acharão evidências de vida extraterrestre??   "
"É a primeira vez que se registra um caso assim na atualidade    "
"Aaron Hernandez tinha sido condenado à prisão perpétua por homicídio   "
" - Suposta fraude pode ter gerado prejuízos a correntistas e clientes     "
"'Primeiro eu descobri que eram 3 e já fiquei em choque'    #"
"Arqueólogos acharam ainda estátuas funerárias; veja fotos     "
"Violet Brown sucedeu a italiana Emma Morano, que morreu no último sábado   "
"Mas calma Não há risco de colisão    "
"Dos 179 lotes, 56 estão abertos para lances de pessoa física  "
"Declaração inesperada foi feita nesta manhã   "
"São 7,8 mil vagas em todo o país com inscrições abertas     "
"“Fiquei 5 dias em coma induzido. Quando acordei, tinha a consciência de que havia renascido”, comemora William Lima  "
"São mais de mil vídeos e 271 horas de depoimentos   "
"“Você não entra em países com guerrilha e favelas no Rio sem pagar milícias   "
"Apostas para sorteio de hoje podem ser feitas até as 19h.  Saiba mais: "
"Terminou essa semana o maior esforço coordenado entre instituições de astronomia para observar um monstro em nossa galáxia. Saiba tudo lá no blog Observatório:   "
"Fenômeno ótico foi percebido em várias regiões de Brasília Leia mais "
"Além de delações e tensão entre EUA e Coreia do Norte, veja notícias sobre vírus respiratório, novo 'Star wars' e outros Leia mais "
"Nome foi sugerido por equipe que monitora objetos que podem ser perigosos para a Terra  "
"Grupo de porta-aviões norte-americanos se dirige à região em meio a temores de que os norte-coreanos possam conduzir um sexto teste de armas nucleares.  "
"O tipo de infecção que atingiu Irenie Ekkeshis é raro. Mas se você usa lente de contatos, é bom ficar atento   "
"Animação mostra como funciona a MOAB GBU-43, apelidada de mãe de todas as bombas. O artefato foi disparado pelos EUA no Afeganistão nesta quinta, em cavernas onde estariam integrantes do Estado Islâmico. Veja mais informações aqui  "
"Astrônomos acreditam que reação entre pedras quentes e oceano subterrâneo produz gás   "
"Para lutar contra seca, animais criam campos subterrâneos onde cultivavam cogumelos que formam a maior parte da sua dieta  "
"Cientistas de Oxford divulgaram capas de disco fictícias do  Pink Floyd 'inspiradas' na descoberta de camarão; veja:  "
"O G1 publica os vídeos conforme sua liberação. Acompanhe aqui  "
"Envio de frota de navios seria resposta às ameaças de lançamento de mísseis feitas pelo regime de Kim Jong-un    Donald J. Trump"
"Dos carros 100% elétricos ao sucesso do presidente celebridade; entenda as razões que fazem com que a montadora ainda pequena se destaque tanto   "
"Confira o resumo com as principais notícias desta terça-feira  "
"Notícia circula enquanto um grupo de ataque da Marinha dos EUA, liderado por uma aeronave de propulsão nuclear, avançava em direção ao oeste do Pacífico.  "
"Ele tem talento no sangue: é filho de Robert Trujillo do MetallicaLeia mais "
"Já ouviu falar do grolar? E o coywolf? Vários híbridos estranhos por aí...   "
"Aquela cena de filme de terror quando uma aranha ou um inseto ataca um bicho vertebrado não é tão rara quanto imaginamos...  "
"Tudo pela saúde e bem-estar: 'Muita gente está saturada das academias', diz adepta   "
"Ninguém acerta e prêmio acumula em R$ 59 milhões 🍀🍀🍀   "
"'Foi um milagre', diz vizinha. Menina fraturou o fêmur e está internada   "
"Cena foi registrada por câmera de segurança em Auckland.  "
"Garota não fala e apresenta comportamento igual ao de símios. Polícia tenta desvendar mistério  "
"Por engano, menina achou que embalagem era lixo 😱😱😱  "
"Análises indicam que GJ 1132, descoberto em 2015, que tem 1,4 vezes o tamanho da Terra, é encoberto por espessa camada gasosa de água, metano ou uma mistura de ambas as substâncias.  "
"Imagens assustam e impressionam. Sete veículos foram atingidos e 9 pessoas ficaram feridas   "
"Bruno já havia deixado 'chave' para traduzir alguns símbolos, mas dupla de Goiás foi além e descobriu novos códigos    "
"O mais curioso: Xin foi tratado como menina nos primeiros anos de vida porque seus pais desejavam ter uma garota após o nascimento de três filhos   "
"Confira o resumo com as principais notícias desta quarta-feira   "
"Liga das Escolas de Samba decidiu pela divisão do título por 7 votos a 1  "
"Até então, Ministério da Saúde pedia a aplicação de uma dose padrão e o reforço após 10 anos  "
"Jorge Rivasplata, de 83 anos, afirma ter feito desconto de R$ 13 mil na réplica por crer nas ideias de Bruno Borges Leia mais "
"Conta em russo, corridas cobradas em rublos e muita dor de cabeça para estornar o valor. Foi o que aconteceu com duas publicitárias de SP. Veja como a Uber reagiu aos dois casos    "
"O mistério no Acre continua Irmã mais velha de Bruno procura alguém que possa ajudar a família a decodificar os livros e explica por que não arrombou porta de quarto de jovem   "
"⚠️ Se eu fosse você, não mexia com ele ⚠️   "
"DJ pioneiro do hip hop e produtora eleita DJ do ano de 2016 pela 'Mixmag' estão entre os artistas. Lista também tem brasileiros.   "
"Custos com polícia para proteger primeira-dama e seu filho em Nova York são de até US$ 146 mil por dia   "
"Bruno está desaparecido desde o dia 27/3. Ao abrir quarto trancado, mãe encontrou paredes cobertas de escritos. Ela disse que filho trabalhava em teoria que iria 'mudar a humanidade de uma forma boa'   "
"Mulher do cantor prestou queixa no fim de fevereiro; Victor nega as agressões   "
"Entenda a polêmica provocada pelo pequeno território:  "
"Alceu Massini tem mais de mil aparelhos de televisores de tubo que não vão mais funcionar com o sinal analógico  "
"Para que as frutas alcancem valor alto, o processo é complexo e rigoroso. Os melões são plantados em uma terra rica em cinza vulcânica e regada com um método em que até a pureza da água é controlada.  "
"E como criatividade não tem limite, não para por aí; veja fotos      "
"Informes de rendimentos e recibo do envio são principais documentos a serem guardados. Recomendação é que documentos seja arquivados pelo prazo de 5 anos.   "
"O aparelho estava no órgão genital da mulher e foi encontrado durante revista de visitantes   "
"3 anos depois, linchamento de mulher em SP após boato pode ajudar a endurecer lei  O É ou não é?’ do  checa discursos de políticos e outras personalidades públicas e atesta a veracidade de notícias e informações espalhadas na internetTem alguma sugestão para gente? Envie pelo VC no G1   pelo Fale Conosco   ou pelo Whatsapp/Viber, no telefone .   "
"Cara de que rende um bom churrasco não tem, mas esperamos que seja confirmada como ótima fonte alimentar"
"Ela vivia no país ilegalmente e havia uma ordem de deportação contra ela Leia mais "
"Crime financiava vida de luxo para os líderes do grupo    "
"São detalhes, mas que fazem uma diferença.. uma diferença      "
"Jodie Graves começou a ter convulsões aos 3 anos com muita frequência. A saída foi tirar metade do cérebro Veja a história "
"Veja um resumo do que foi notícia nesta quinta  "
"Caso aconteceu em cidade na Austrália       "
"Marinha investiga origem do barco que está em praia de cidade a quase 200 km de São Luís Veja vídeo e mais detalhes "
"Ela afirmou ter apanhado de cinta; parlamentar nega violência Leia mais "
"Caso ocorrido na Indonésia é bastante raro, segundo especialistas Leia mais "
"Ou a gente poderia dizer: operação garante 'nova vida' a menina de apenas 2 anos    "
"Parece coisa de filme Embora o crime ainda seja um mistério para a polícia alemã, investigadores acreditam que ladrões usaram até técnicas de rapel para pegar a relíquia avaliada em US$ 1 milhão  "
"É um 'Jurassic Park' australiano; são mais de 20 tipos de pegadas    "
"Aparelho foi anunciado em Nova York, em meio a crise causada por explosões do Note 7  "
"Maioria das funções é de nível médio e na área de administração.  "
"Armas também foram apreendidas, entre elas uma pistola de uso restrito do Exército  "
"Testes indicam que prática ilegal de 'maquiar' emissão de poluentes pode ter sido usada em modelos recentes da picape AmarokSaiba mais:   "
"Confira o resumo com as principais notícias desta terça-feira   "
"URGENTE: medida também vale para bares, restaurantes e lanchonetes por 90 dias. Saiba quais são os frigoríficos   "
"Pai faz parto do filho às pressas em casa, mas bebê estava sentado; quando bombeiros chegaram, situação já estava bem delicada         <3 😮"
"Mas a vida não está doce: número de vagas é 9% menor que no ano passado e as chances de efetivação são baixas   "
"Ele ficou 12 horas desacordado, teve 7 fraturas e diz não saber por que tirou foto, mas não pediu ajuda     "
"Dois vagões carregados de soja saíram do controle no centro de Rio Preto  "
"'Fui preso mais vezes do que consigo lembrar'; história daria um filme   "
"Flagras ocorreram em São Paulo; alguns estabelecimentos cobravam até R$ 400 por um corte       "
"Casal foi tentar entender, mas as dúvidas só aumentaram após os exames       😱 😱"
"O erro aconteceu durante a retirada do corpo no Departamento Médico Legal de Caxias do Sul.   "
"Livro revela como 'escritório do Departamento de Justiça' desbaratou conspiração por trás de mortes misteriosas de integrantes de povo que ficara rico da noite para o dia por causa de vastas reservas de petróleo achadas sob suas terras.  "
"Avião vai fazer rota Guarulhos-Dubai e pode levar quase 500 passageiros.    "
"Governo anunciou em dezembro que vai dividir metade do resultado positivo do Fundo com os cotistas. Pagamento será feito sobre o saldo em 31 de dezembro de 2016. Entenda:  "
"Jovem de 16 anos foi detida com os aparelhos na saída de um dos camarotes durante show em Avaré .  "
"Prêmio acumulou e vai a R$ 20 milhões. Veja as dezenas sorteadas.    "
"Em fase de testes, carro sem motorista tombou, mas não foi o culpado pelo acidente.   "
" Fenômeno ocorreu no final da manhã deste sábado  na orla marítima. "
"Tem que tomar cuidado até na hora de declarar os centavos... :|  💰   "
"Acompanhe por todos os ângulos o Lollapalooza 2017.     "
"Aeronave caiu de uma altura de cerca de 20 metros ao tentar decolar, segundo assessoria.  "
"É a 25ª vez no ano que os detentos tentam fugir, segundo o governo.  "
"Na Zona Norte, fila dava volta no quarteirão antes da abertura do posto.  "
"Região do Autódromo de Interlagos terá linha especial de ônibus, 2.500 táxis cadastrados, trens extras e funcionários bilíngues nas estações.     "
"Devido ao surto da doença, exigências mudaram. Veja a lista antes de viajar   "
"Carne brasileira rejeitada na Europa, primeira derrota de Donald J. Trump, atentado no RN e mais...  "
"Cliente passou mal e teve de ser levado para hospital    "
"VÍDEO mostra momento que raio atinge morro em Quixadá. Ceará já registrou mais de 24 mil raios nos três primeiros meses de 2017  "
"Em carta, servidor público colocou quem eram suas vítimas. Ele efetuou disparos dentro do Ministério Público do RN, atingiu 2 e está foragido   "
"A Doctor Pheabes começou em uma festa da firma e, em poucos anos, já abriu shows para Black Sabbath e Iron Maiden. Mas como? Patrocínio pode ter a ver com a história    "
"Descontos podem chegar a 90% do valor da dívida    "
"Ela passou 5 dias no local após terminar a gasolina   "
"Pedidos podem ser feitos mesmo após o saque, mas advogado faz alerta; entenda    "
"Uma simples pergunta fez com que Miles enxergasse o que nem os cientistas mais experientes da NASA - National Aeronautics and Space Administration viram   "
"Você recebeu esse e-mail por esses dias? Saiba se ele é verdadeiro ou falso    "
"Já estamos cansados só de ler e você?   "
"Alguma parte da história parece que não foi contada   "
"Criança nasceu com 2 espinhas e 4 pernas; *** ATENÇÃO *** imagens da operação são fortes    "
"Até então, subtipo havia sido registrado quase exclusivamente na África Subsaariana    "
"Veja um compilado para saber rápido o que de importante aconteceu no dia  "
"Foram capturadas cerca de 80 serpentes nos últimos 9 meses Leia mais "
"A operação da PF sobre a fraude da carne foi o assunto na sua feira do fim de semana? Pois foi na da Amélia Gonzalez. Como fica o consumo consciente depois desse caso? A colunista responde   "
"Descoberta ocorreu após instrumento ser mandado para conserto  "
"Mulher ficou um período em coma, mas já recebeu alta e passa bem Leia mais "
"Ele foi fundador da Comissão Trilateral, considerada uma das organizações privadas mais influentes do mundo Leia mais "
"Keila pensava ser filha de sangue de Maria. Mas tudo mudou quando uma prima da família descobriu uma mulher muito parecida com Keila e que tinha uma irmã que nasceu no mesmo dia e hospital que ela. História motivou exame de DNA e busca pela filha trocada    "
"Bombeiros foram chamados e contaram que já tinham atendido ocorrência semelhante um pouco antes em outra casa   "
"Tem cargos para todos os níveis de escolaridade.  "
"Jones era o executivo mais poderoso na Uber após Travis Kalanick, cofundador e presidente-executivo da empresa.   "
"VÍDEO: fotógrafo foi atingido enquanto cobria o evento. Profissional fraturou o tornozelo e o pé esquerdo  "
"Nenhum estrago foi registrado por conta do fenômeno meteorológico.  "
"A estrutura entre o país e a Guiana Francesa está pronta desde 2011 ao custo de quase R$ 70 milhões  "
"Garoto, chamado Kalel, batizou a pedra de 'diamante do Super-Homem'   💎💎💎"
"Receita vai couve, farofa, laranja e, claro, a salsicha. Resta saber como seria o nome do prato   😏 🌭 🍛"
"Moradores contaram que já foram picados. Prefeitura diz que terreno é da CDHU, e não pode fazer a limpeza  "
"Segundo a Caixa, trabalhador com conta inativa de empresa que faliu tem direito a receber o saldo do FGTS   "
"Veja o que dizem os especialistas sobre o óleo    "
"Segundo as primeiras informações, homem tentou roubar arma de policial e foi abatido; local foi evacuadoSaiba mais:    "
"Mercedes 1971 ainda é de colecionador; veja vídeo  "
"Bom dia Aqui estão os destaques desta sexta-feira, 17 de março  "
"O Etna é o vulcão mais ativo da Europa      "
"Na imagem destacada, como ele era; veja a foto do depois na reportagem e diga se você reconheceria    "
" prédio foi isolado; há 1 ferido      "
"Com estrutura de cair o queixo, local tem cinema, jardins e até uma piscina...   "
"Supremo Tribunal Federal decidiu excluir ICMS da base de cálculo do PIS e Cofins. Entenda   "
"Mulher dormia, ouvindo música, quando sentiu o seu rosto queimar     "
"'São minhas amigas. Elas têm um quarto só para elas e são bem tratadas', diz Haybara Zead, de MG Leia mais "
"Mas o remetente da mensagem não tem nada a ver com a Caixa Veja quais são os perigos "
"Em Nova York, recomendação é para ficar em casa     "
"Entenda o que diz o mais recente estudo     "
"Os répteis eram usados em apresentações Leia mais "
"Vazamento de gás pode ter provocado a explosão; situação é investigada Leia mais "
"40 milhões em bolívares foram achados em favela Leia mais "
"Veja as histórias mais importantes e mais interessantes da segunda  "
"Cargos são para todos os níveis de escolaridade. "
"Você é daqueles que só paga a dívida mínima do cartão de crédito todos os meses? Melhor se preparar   "
"Ninguém acertou as seis dezenas. Próximo sorteio será na quarta-feira .   "
"Até a fotógrafa ficou receosa. Mas tudo foi acompanhado por treinador, e a mamãe é uma atleta    "
"Ele explicou a barbeiragem dizendo que pisou no acelerador por engano.  "
"Apesar de não ter casos registrados, RJ está cercado por estados com registros da doença. Veja datas da vacinação   "
"Agências realizam esquema de plantão em todo o país, das 9h às 15h   "
"Sim, ele fez redução de estômago, mas os bons resultados não são apenas da cirurgia. Confere aí      "
"Rede social identificou sinais de que usuário poderia cometer ato e primeiramente avisou a polícia norte-americana Veja mais detalhes "
"Dinheiro em conta inativa do FGTS mostrado era um, mas na hora do saque     "
"Calendário para retirar o dinheiro já está valendo; antes de ir à agência, veja documentos necessários   Não consultou o saldo? Saiba como fazer e tire outras dúvidas sobre o FGTS inativo     "
"Foi a ingestão de peixe; entenda    "
"Há feridos; entenda a crise na  Coreia do Sul     "
"A partir de 2017, os jovens poderão obter o diploma apenas por meio do Exame Nacional de Certificação De Competências de Jovens e Adultos    "
"Vítima diz que traficantes acreditavam que ela fosse informante da polícia   "
"Graças à experiência dos guias que acompanhavam grupo, ninguém se feriu   "
"'Ondas do tamanho de edifícios vinham em nossa direção', conta dono de veleiro que quebrou na costa da Austrália 😨😨😨  "
"Confira o que aconteceu de mais importante e também as histórias mais interessantes do dia Veja "
"Assessoria diz que eles ainda estão confirmados no Lollapalooza Brasil     "
"Coletivo, de linha regular, saiu de Curitiba e ia para São Paulo quando foi parado pela polícia rodoviária Leia mais "
"Lembro que eu tinha muita fome, conta Christina Rickardsson, e de acordar várias vezes no meio da noite Leia mais "
"Foram 3 dias e noites debaixo da terra   😱 😱 😱   "
"Unidade fica em Pinheiros em uma das principais avenidas da cidade de São Paulo    "
"Crime aconteceu em Copacabana; foram horas de intensa negociação    "
